slug,name,location,starRating,isSuperior,starLabel,hotelType,classificationText,address,roomsCount,roomsLabel,phone,email,emailUrl,specializationTags,certificationTags,accessibilityTags,amenityTags,priceCategory,priceSourceType,priceNightly,priceNightlyChf,sourceCurrency,matchedText,gmName,gmTitle,gmSourceUrl,websiteUrl,mySwitzerlandUrl,detailUrl,externalPriceUrl
"hotel-hotel-de-moiry","Hôtel de Moiry","Grimentz","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Rue du Village 24, 3961 Grimentz","17","Numero di camere/appartamenti **17**","+41274751144","info@hotel.grimentz.ch","mailto:info@hotel.grimentz.ch","","Swisstainable Livello II - engaged","Valutazione su Ginto","Swisstainable Livello II - engaged | Valutazione su Ginto",,"verified-external","263","214.34","USD","View more options from $263",,,,"https://www.hotel-grimentz.ch/","https://www.myswitzerland.com/it/alloggi/hotel-de-moiry/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-de-moiry","https://www.google.com.au/travel/hotels/entity/ChgI-Ouk54OyxsDkARoLL2cvMXRoMDlicXoQAQ?ei=A42AaZPHI-6Wy-8P-_nUqAU&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAEaBAoCGgAqBAoAGgA&ei=VBuVaZGOH_TW8LAPoOPmqQE&ved=2ahUKEwiRiJmC9-GSAxV0KxwAHaCxORUQkdkIegUIBBCrAQ"
"hotel-hotel-de-rougemont-spa","Hôtel de Rougemont & Spa","Rougemont","4","true","albergo 4 stelle Superior","Hotel","Classificato come albergo 4 stelle Superior da HotellerieSuisse","Chemin des Palettes 14, 1659 Rougemont","33","Numero di camere/appartamenti **33**","+41269210101","info@hotelderougemont.com","mailto:info@hotelderougemont.com","Excellent Cuisine | Green Living | Sustainable Living | Wellness","","Valutazione su Ginto","Excellent Cuisine | Green Living | Sustainable Living | Valutazione su Ginto | Wellness","Premium","verified-external","560","456.4","USD","View all 7 deals from $560",,,,"http://www.hotelderougemont.com/","https://www.myswitzerland.com/it/alloggi/hotel-de-rougemont/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-de-rougemont-spa","https://www.tripadvisor.ca/Hotel_Review-g1130644-d565468-Reviews-Hotel_De_Rougemont_Spa-Rougemont_Canton_of_Vaud.html"
"hotel-hotel-de-torgon","Hôtel De Torgon","Torgon","0","false","Swiss Lodge","Swiss Lodge","Classificato come Swiss Lodge da HotellerieSuisse","Rue de la Lanche 5, 1899 Torgon","12","Numero di camere/appartamenti **12**","+41244811571","hoteldetorgon@bluewin.ch","mailto:hoteldetorgon@bluewin.ch","","","","",,"verified-external","163","132.84","USD","Compare prices and find the best deal for the Hôtel de Torgon. Rates from $163.",,,,"http://www.hotel-torgon.ch/",,"https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-de-torgon","https://www.kayak.com/Vionnaz-Hotels-Hotel-De-Torgon.621854.ksp"
"hotel-hotel-de-verbier","Hôtel de Verbier","Verbier","4","true","albergo 4 stelle Superior","Hotel","Classificato come albergo 4 stelle Superior da HotellerieSuisse","Place Centrale 2, 1936 Verbier","31","Numero di camere/appartamenti **31**","+41275644000","info@hoteldeverbier.com","mailto:info@hoteldeverbier.com","Biking | Boutique | Hiking | Snowsports","Swisstainable Livello II - engaged","Valutazione su Ginto","Biking | Boutique | Hiking | Snowsports | Swisstainable Livello II - engaged | Valutazione su Ginto","Premium","verified-external","590","480.85","USD","View all 8 deals from $590",,,,"https://www.hoteldeverbier.com/","https://www.myswitzerland.com/it/alloggi/hotel-de-verbier/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-de-verbier","https://www.tripadvisor.ca/Hotel_Review-g198848-d265411-Reviews-Hotel_de_Verbier-Verbier_Canton_of_Valais_Swiss_Alps.html"
"hotel-hotel-de-ville-1","Hôtel de Ville","Gruyères","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Rue du Bourg 29, 1663 Gruyères","12","Numero di camere/appartamenti **12**","+41269212424","info@hoteldeville.ch","mailto:info@hoteldeville.ch","","","Valutazione su Ginto","Valutazione su Ginto",,"verified-external","249","202.93","USD","View all 8 deals from $249",,,,"https://www.hoteldeville.ch/",,"https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-de-ville-1","https://www.tripadvisor.ca/Hotel_Review-g198820-d253608-Reviews-Hotel_De_Ville-Gruyeres_La_Gruyere_Canton_of_Fribourg.html"
"hotel-hotel-delfino-lugano","Hotel Delfino Lugano","Lugano","3","true","albergo 3 stelle Superior","Hotel","Classificato come albergo 3 stelle Superior da HotellerieSuisse","Via Cassarinetta 6, 6900 Lugano","50","Numero di camere/appartamenti **50**","+41919859999","info@hoteldelfinolugano.ch","mailto:info@hoteldelfinolugano.ch","Biking","Swisstainable Livello I - committed","","Biking | Swisstainable Livello I - committed",,"verified-external","196","159.74","USD","View all 9 deals from $196",,,,"http://www.hoteldelfinolugano.ch/","https://www.myswitzerland.com/it/alloggi/hotel-delfino/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-delfino-lugano","https://www.tripadvisor.ca/Hotel_Review-g188095-d240851-Reviews-Hotel_Delfino_Lugano-Lugano_Canton_of_Ticino_Swiss_Alps.html"
"hotel-hotel-dents-de-veisivi","Hôtel Dents de Veisivi","Les Haudères","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Chemin de l'Ecole 4, 1984 Les Haudères","7","Numero di camere/appartamenti **7**","+41272831101","info@veisivi.ch","mailto:info@veisivi.ch","","","Valutazione su Ginto","Valutazione su Ginto",,"verified-external","339","276.28","USD","Compare prices and find the best deal for the Hôtel Dents de Veisivi. Rates from $339.",,,,"https://www.veisivi.ch/","https://www.myswitzerland.com/it/alloggi/hotel-dents-de-veisivi/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-dents-de-veisivi","https://www.kayak.com.au/Evolene-Hotels-Hotel-Dents-De-Veisivi.602751.ksp"
"hotel-hotel-derby","Hotel Derby","Zermatt","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Bahnhofstrasse 22, 3920 Zermatt","29","Numero di camere/appartamenti **29**","+41279663999","info@derbyzermatt.ch","mailto:info@derbyzermatt.ch","","Swisstainable Livello I - committed","","Swisstainable Livello I - committed","Premium","verified-external","469","382.23","USD","$469 nightly",,,,"https://www.derbyzermatt.ch/","https://www.myswitzerland.com/it/alloggi/hotel-derby-zermatt/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-derby","https://www.hotels.com/ho430893/hotel-derby-zermatt-switzerland/"
"hotel-hotel-derby-interlaken-action-relax-hub","Hotel Derby Interlaken - Action & Relax Hub","Interlaken","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Jungfraustrasse 70, 3800 Interlaken","15","Numero di camere/appartamenti **15**","+41338221941","info@hotel.derby.interlaken.ch","mailto:info@hotel.derby.interlaken.ch","Hiking","Swisstainable Livello I - committed","","Hiking | Swisstainable Livello I - committed",,"unclassified",,,,,,,,"https://www.hotel-derby-interlaken.ch/","https://www.myswitzerland.com/it/alloggi/hotel-derby-1/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-derby-interlaken-action-relax-hub",
"hotel-hotel-des-alpes","Hotel Des Alpes","Flims Waldhaus","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Promenada 45, 7018 Flims Waldhaus","26","Numero di camere/appartamenti **26**","+41819282525","info@hoteldesalpes.ch","mailto:info@hoteldesalpes.ch","Biking | Hiking","Swisstainable Livello I - committed","","Biking | Hiking | Swisstainable Livello I - committed",,"verified-external","183","149.14","USD","View all 9 deals from $183",,,,"http://www.hoteldesalpes.ch/","https://www.myswitzerland.com/it/alloggi/hotel-des-alpes-4/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-alpes","https://www.tripadvisor.com/Hotel_Review-g198815-d281148-Reviews-Hotel_des_Alpes-Flims_Canton_of_Graubunden_Swiss_Alps.html"
"hotel-hotel-des-alpes-1","Hotel des Alpes","Adelboden","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Hahnenmoosstrasse 34, 3715 Adelboden","9","Numero di camere/appartamenti **9**","+41336731224","info@desalpes.adelboden.ch","mailto:info@desalpes.adelboden.ch","Hiking | Snowsports","","","Hiking | Snowsports",,"verified-external","333","271.39","USD","View all 5 deals from $333",,,,"https://www.desalpes-adelboden.ch/","https://www.myswitzerland.com/it/alloggi/hotel-des-alpes-2/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-alpes-1","https://www.tripadvisor.com/Hotel_Review-g198862-d1185699-Reviews-Hotel_Des_Alpes-Adelboden_Bernese_Oberland_Canton_of_Bern.html"
"hotel-hotel-des-alpes-10","Hôtel des Alpes","Genève","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Rue des Alpes 14, 1201 Genève","28","Numero di camere/appartamenti **28**","+41227312200","info@hotelalpes.ch","mailto:info@hotelalpes.ch","","","","",,"verified-external","163","132.84","USD","View all 9 deals from $163",,,,"http://www.hotelalpes.ch/","https://www.myswitzerland.com/it/alloggi/hotel-des-alpes-8/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-alpes-10","https://www.tripadvisor.com/Hotel_Review-g188057-d496715-Reviews-Hotel_des_Alpes-Geneva.html"
"hotel-hotel-des-alpes-6","Hotel des Alpes","Luzern","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Rathausquai 5/Furrengasse 3, 6004 Luzern","45","Numero di camere/appartamenti **45**","+41414172060","info@desalpes.luzern.ch","mailto:info@desalpes.luzern.ch","","Swisstainable Livello I - committed","","Swisstainable Livello I - committed",,"verified-external","343","279.54","USD","View all 5 deals from $343",,,,"https://www.desalpes-luzern.ch/","https://www.myswitzerland.com/it/alloggi/hotel-des-alpes-5/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-alpes-6","https://www.tripadvisor.ca/Hotel_Review-g188064-d239138-Reviews-Hotel_des_Alpes-Lucerne.html"
"hotel-hotel-des-alpes-8","Hotel des alpes","Fiesch","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Furkastrasse 33, 3984 Fiesch","19","Numero di camere/appartamenti **19**","+41279711506","info@des.alpes.ch","mailto:info@des.alpes.ch","Biking | Hiking","Swisstainable Livello II - engaged","","Biking | Hiking | Swisstainable Livello II - engaged",,"verified-external","271","220.86","USD","View all 4 deals from $271",,,,"https://des-alpes.ch/","https://www.myswitzerland.com/it/alloggi/hotel-des-alpes-fiesch/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-alpes-8","https://www.tripadvisor.ca/Hotel_Review-g670028-d1237737-Reviews-Hotel_Des_Alpes-Fiesch_in_Valais_Canton_of_Valais_Swiss_Alps.html"
"hotel-hotel-des-alpes-by-bruno-kernen","Hotel des Alpes by Bruno Kernen","Saanenmöser","3","true","albergo 3 stelle Superior","Hotel","Classificato come albergo 3 stelle Superior da HotellerieSuisse","Saanenmöserstrasse 168, 3777 Saanenmöser","11","Numero di camere/appartamenti **11**","+41337480450","info@desalpes.ch","mailto:info@desalpes.ch","Golf | Hiking | Snowsports","","Valutazione su Ginto","Golf | Hiking | Snowsports | Valutazione su Ginto",,"verified-external","249","202.93","USD","View all 4 deals from $249",,,,"https://www.desalpes.ch/","https://www.myswitzerland.com/it/alloggi/hotel-des-alpes-by-bruno-kernen/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-alpes-by-bruno-kernen","https://www.tripadvisor.com/Hotel_Review-g1021491-d2618093-Reviews-Hotel_Des_Alpes-Saanenmoser_Saanen_Canton_of_Bern.html"
"hotel-hotel-des-arts","Hôtel des Arts","Neuchâtel","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Rue J.-L. Pourtalès 3, 2000 Neuchâtel","58","Numero di camere/appartamenti **58**","+41327276161","info@hoteldesarts.ch","mailto:info@hoteldesarts.ch","","Swisstainable Livello I - committed","","Swisstainable Livello I - committed",,"verified-external","180","146.7","USD","View all 8 deals from $180",,,,"https://www.hoteldesarts.ch/","https://www.myswitzerland.com/it/alloggi/hotel-des-arts/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-arts","https://www.tripadvisor.com/Hotel_Review-g188066-d565811-Reviews-or35-Hotel_des_Arts-Neuchatel.html"
"hotel-hotel-des-bains-de-saillon","Hôtel des Bains de Saillon","Saillon","4","false","albergo 4 stelle","Hotel","Classificato come albergo 4 stelle da HotellerieSuisse","Route du Centre Thermal 16, 1913 Saillon","145","Numero di camere/appartamenti **145**","+41276021111","reservations@bainsdesaillon.ch","mailto:reservations@bainsdesaillon.ch","Biking | Seminars | Wellness & Spa","Swisstainable Livello II - engaged","Valutazione su Ginto","Biking | Seminars | Swisstainable Livello II - engaged | Valutazione su Ginto | Wellness & Spa",,"verified-external","178","145.07","USD","View all 8 deals from $178",,,,"https://www.bainsdesaillon.ch/","https://www.myswitzerland.com/it/alloggi/hotel-des-bains-de-saillon/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-bains-de-saillon","https://www.tripadvisor.com/Hotel_Review-g1096345-d507056-Reviews-Bains_De_Saillon-Saillon_Canton_of_Valais_Swiss_Alps.html"
"hotel-hotel-des-balances","Hotel Des Balances","Luzern","4","false","albergo 4 stelle","Hotel","Classificato come albergo 4 stelle da HotellerieSuisse","Weinmarkt, 6004 Luzern","56","Numero di camere/appartamenti **56**","+41414182828","front@balances.ch","mailto:front@balances.ch","Business | Excellent Cuisine | Seminars","","Valutazione su Ginto","Business | Excellent Cuisine | Seminars | Valutazione su Ginto",,"verified-external","336","273.84","USD","View all 9 deals from $336",,,,"http://www.balances.ch/","https://www.myswitzerland.com/it/alloggi/hotel-des-balances/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-balances","https://www.tripadvisor.ca/Hotel_Review-g188064-d206048-Reviews-Hotel_des_Balances-Lucerne.html"
"hotel-hotel-des-horlogers-vallee-de-joux","Hôtel des Horlogers - Vallée de Joux","Le Brassus","4","true","albergo 4 stelle Superior","Hotel","Classificato come albergo 4 stelle Superior da HotellerieSuisse","Route de France 8, 1348 Le Brassus","50","Numero di camere/appartamenti **50**","+41218450845","welcome@hdh.swiss","mailto:welcome@hdh.swiss","Biking | Business | Design | Excellent Cuisine | Seminars | Snowsports","Swisstainable Livello III - leading","Valutazione su Ginto","Biking | Business | Design | Excellent Cuisine | Seminars | Snowsports | Swisstainable Livello III - leading | Valutazione su Ginto","Premium","fallback-star-rating",,,,,,,,"https://www.hoteldeshorlogers.com/","https://www.myswitzerland.com/it/alloggi/hotel-des-horlogers-1/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-horlogers-vallee-de-joux",
"hotel-hotel-des-innovations","Hôtel des Innovations","Marly","4","false","albergo 4 stelle","Hotel","Classificato come albergo 4 stelle da HotellerieSuisse","Route de l'Ancienne Papeterie 106, 1723 Marly","167","Numero di camere/appartamenti **167**","+41264362525","contact@hdi.ch","mailto:contact@hdi.ch","Seminars","","","Seminars",,"verified-external","340","277.1","USD","from **$340**",,,,"https://www.hdi.ch/fr",,"https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-innovations","https://www.trivago.ca/en-CA/oar/hotel-h%25C3%25B4tel-des-innovations-marly?search=100-42783348"
"hotel-hotel-des-patients-de-lausanne","Hôtel des Patients de Lausanne","Lausanne","3","true","albergo 3 stelle Superior","Hotel","Classificato come albergo 3 stelle Superior da HotellerieSuisse","Avenue de la Sallaz 8, 1005 Lausanne","108","Numero di camere/appartamenti **108**","+41215454111","reception.lausanne@hoteldespatients.ch","mailto:reception.lausanne@hoteldespatients.ch","","Swisstainable Livello I - committed","Valutazione su Ginto","Swisstainable Livello I - committed | Valutazione su Ginto",,"verified-external","206","206","CHF","from CHF 206",,,,"http://www.hoteldespatients.ch/","https://www.myswitzerland.com/it/alloggi/hotel-des-patients-lausanne/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-patients-de-lausanne","https://www.myswitzerland.com/en-ch/accommodations/hotel-search/-/lake-geneva/?associacao-de-hoteis=snowsportshotels&p=5"
"hotel-hotel-des-tourelles","Hôtel des Tourelles","Genève","2","false","albergo 2 stelle","Hotel","Classificato come albergo 2 stelle da HotellerieSuisse","Boulevard James-Fazy 2, 1201 Genève","22","Numero di camere/appartamenti **22**","+41227324423","hotel@destourelles.ch","mailto:hotel@destourelles.ch","","","","",,"verified-external","212","172.78","USD","This hotel typically costs between $145–$212 per night for the dates you selected.",,,,"https://www.destourelles.ch/","https://www.myswitzerland.com/it/alloggi/hotel-des-tourelles/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-tourelles","https://www.google.com/travel/hotels/entity/ChkIiMWr4Me81ZoMGg0vZy8xMWM1czVnZ2JfEAE/prices?ei=UOCTad_IKY-d3ugPr5_huQ4&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAEaBAoCGgAqBAoAGgA&ei=xHeUafCnNITh8LAP8PK90Qo&ei=1veUafjGMOCTtvkPzPH7mA0&ei=FhqVaZi7JtKw8LAPjpyimAI&ved=2ahUKEwiYns_q9eGSAxVSGBwAHQ6OCCMQrfoIegUIBBD4AQ"
"hotel-hotel-des-trois-couronnes","Hôtel des Trois Couronnes","Vevey","5","false","albergo 5 stelle","Hotel","Classificato come albergo 5 stelle da HotellerieSuisse","Rue d'Italie 49, 1800 Vevey","71","Numero di camere/appartamenti **71**","+41219233200","info@hoteltroiscouronnes.ch","mailto:info@hoteltroiscouronnes.ch","Excellent Cuisine | Wellness & Spa","Swisstainable Livello I - committed","","Excellent Cuisine | Swisstainable Livello I - committed | Wellness & Spa","Premium","verified-external","626","510.19","USD","View all 10 deals from $626",,,,"https://www.hoteltroiscouronnes.ch/","https://www.myswitzerland.com/it/alloggi/hotel-des-trois-couronnes/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-trois-couronnes","https://www.tripadvisor.ca/Hotel_Review-g198827-d254210-Reviews-Hotel_des_Trois_Couronnes_The_Leading_Hotels_of_the_World-Vevey_Canton_of_Vaud.html"
"hotel-hotel-des-voyageurs-boutique","Hôtel des Voyageurs Boutique","Lausanne","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Rue Grand Saint-Jean 19, 1003 Lausanne","35","Numero di camere/appartamenti **35**","+41213199111","hotel@voyageurs.ch","mailto:hotel@voyageurs.ch","","","Valutazione su Ginto","Valutazione su Ginto","Premium","verified-external","446","363.49","USD","from **$446**",,,,"http://www.voyageurs.ch/","https://www.myswitzerland.com/it/alloggi/hotel-des-voyageurs/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-des-voyageurs-boutique","https://www.trivago.ca/en-CA/oar/hotel-h%25C3%25B4tel-des-voyageurs-boutique-lausanne?search=100-28640"
"hotel-hotel-dieschen","Hotel Dieschen","Lenzerheide/Lai","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Voa Plam Nesa 2, 7078 Lenzerheide/Lai","44","Numero di camere/appartamenti **44**","+41813852022","info@hotel.dieschen.ch","mailto:info@hotel.dieschen.ch","Biking | Golf | Hiking | Snowsports","","","Biking | Golf | Hiking | Snowsports",,"unclassified",,,,,,,,"https://www.hotel-dieschen.ch/","https://www.myswitzerland.com/it/alloggi/hotel-dieschen/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-dieschen",
"hotel-hotel-diplomate","Hôtel Diplomate","Genève","4","false","albergo 4 stelle","Hotel","Classificato come albergo 4 stelle da HotellerieSuisse","Rue de la Terrassière 46, 1207 Genève","44","Numero di camere/appartamenti **44**","+41225928787","hoteldiplomate@bluewin.ch","mailto:hoteldiplomate@bluewin.ch","","","","",,"verified-external","240","195.6","USD","View all 7 deals from $240",,,,"https://www.hoteldiplomate.ch/","https://www.myswitzerland.com/it/alloggi/hotel-diplomate/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-diplomate","https://www.tripadvisor.com.au/Hotel_Review-g188057-d237552-Reviews-or15-Best_Western_Hotel_Diplomate-Geneva.html"
"hotel-hotel-dom","Hotel Dom","St. Gallen","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Webergasse 22, 9000 St. Gallen","39","Numero di camere/appartamenti **39**","+41712277171","info@hoteldom.ch","mailto:info@hoteldom.ch","Design","ibex fairstay bronze | TOP formazione aziendale livello 1","Valutazione su Ginto","Design | ibex fairstay bronze | TOP formazione aziendale livello 1 | Valutazione su Ginto",,"verified-external","151","123.06","USD","While the average hotel room in Saint Gallen typically ranges from $151 to $200, **Hotel Dom, zentral - herzlich - sozial engagiert** offers a more premium experience with rooms priced between $251 and $300. This slight increase in price reflects the hotel's exceptional commitment to personalized service, central location, and warm hospitality, making it an ideal choice for travelers seeking both comfort and a heartfelt connection during their stay.",,,,"https://www.hoteldom.ch/","https://www.myswitzerland.com/it/alloggi/hotel-dom/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-dom","https://www.agoda.com/hotel-dom/hotel/saint-gallen-ch.html"
"hotel-hotel-donatz-ag","Hotel Donatz AG","Samedan","3","true","albergo 3 stelle Superior","Hotel","Classificato come albergo 3 stelle Superior da HotellerieSuisse","Plazzet 15, 7503 Samedan","25","Numero di camere/appartamenti **25**","+41818524666","info@hoteldonatz.ch","mailto:info@hoteldonatz.ch","Excellent Cuisine | Golf | Hiking | Snowsports","Swisstainable Livello I - committed","Valutazione su Ginto","Excellent Cuisine | Golf | Hiking | Snowsports | Swisstainable Livello I - committed | Valutazione su Ginto",,"verified-external","216","216","CHF","from CHF 216",,,,"http://www.hoteldonatz.ch/","https://www.myswitzerland.com/it/alloggi/hotel-donatz/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-donatz-ag","https://www.myswitzerland.com/en-il/accommodations/hotel-search/-/engadin/?p=2"
"hotel-hotel-drake-longchamp","Hotel Drake Longchamp","Genève","3","true","albergo 3 stelle Superior","Hotel","Classificato come albergo 3 stelle Superior da HotellerieSuisse","Rue Butini 7, 1202 Genève","156","Numero di camere/appartamenti **156**","+41227164848","reservation@hdlge.ch","mailto:reservation@hdlge.ch","Aparthotel","Swisstainable Livello II - engaged","Valutazione su Ginto","Aparthotel | Swisstainable Livello II - engaged | Valutazione su Ginto",,"verified-external","168","136.92","USD","View all 10 deals from $168",,,,"https://www.hdlge.ch/","https://www.myswitzerland.com/it/alloggi/drake-longchamp-swiss-quality-hotel/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-drake-longchamp","https://www.tripadvisor.com/Hotel_Review-g188057-d229917-Reviews-Hotel_Drake_Longchamp-Geneva.html"
"hotel-hotel-drei-koenige-2","Hotel Drei Könige","Luzern","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Bruchstrasse 35, 6003 Luzern","63","Numero di camere/appartamenti **63**","+41412480480","hotel@drei.koenige.ch","mailto:hotel@drei.koenige.ch","","Swisstainable Livello II - engaged","Valutazione su Ginto","Swisstainable Livello II - engaged | Valutazione su Ginto",,"verified-external","216","176.04","USD","View all 10 deals from $216",,,,"https://www.drei-koenige.ch/","https://www.myswitzerland.com/it/alloggi/hotel-drei-koenige-2/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-drei-koenige-2","https://www.tripadvisor.ca/Hotel_Review-g188064-d257481-Reviews-Drei_Konige_Hotel_Lucerne-Lucerne.html"
"hotel-hotel-drei-koenige-4","Hotel Drei Könige","Einsiedeln","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Paracelsuspark 1, 8840 Einsiedeln","49","Numero di camere/appartamenti **49**","+41554180000","info@hotel.dreikoenige.ch","mailto:info@hotel.dreikoenige.ch","Biking | Seminars | Wellness","","Valutazione su Ginto","Biking | Seminars | Valutazione su Ginto | Wellness",,"verified-external","288","234.72","USD","View all 4 deals from $288",,,,"https://www.hotel-dreikoenige.ch/","https://www.myswitzerland.com/it/alloggi/hotel-drei-koenige-1/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-drei-koenige-4","https://www.tripadvisor.ca/Hotel_Review-g1079207-d2221185-Reviews-Hotel_Drei_Konige-Einsiedeln.html"
"hotel-hotel-du-cerf","Hôtel Du Cerf","Sonceboz-Sombeval","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Rue du Collège 4, 2605 Sonceboz-Sombeval","10","Numero di camere/appartamenti **10**","+41324883322","info@cerf.sonceboz.ch","mailto:info@cerf.sonceboz.ch","Excellent Cuisine | Locanda","","","Excellent Cuisine | Locanda",,"verified-external","230","187.45","USD","View more options from $230",,,,"http://www.cerf-sonceboz.ch/","https://www.myswitzerland.com/it/alloggi/hotel-restaurant-du-cerf-soldati-gastronomie-sa/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-du-cerf","https://www.google.com.au/travel/hotels/entity/ChgI-pGC5_-BidbIARoLL2cvMXRrNjZsa3cQAQ"
"hotel-hotel-du-cheval-blanc-1","Hôtel du Cheval-Blanc","St-Blaise",,"false",,,,"Grand Rue 18, 2072 St-Blaise","9","Numero di camere/appartamenti **9**","+41327533007","lecheval.blanc@bluewin.ch","mailto:lecheval.blanc@bluewin.ch","","","","",,"unclassified",,,,,,,,,,"https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-du-cheval-blanc-1",
"hotel-hotel-du-commerce","Hotel Du Commerce","Basel","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Riehenring 91, 4058 Basel","62","Numero di camere/appartamenti **62**","+41616902323","info@ducommerce.ch","mailto:info@ducommerce.ch","","","Valutazione su Ginto","Valutazione su Ginto",,"verified-external","220","179.3","USD","Warning, not all rooms are air conditioned! Paying $220 per night without air conditioning is not acceptable. Was not offered any compensation. Crappy fan is best they offered.",,,,"http://www.ducommerce.ch/",,"https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-hotel-du-commerce","https://www.tripadvisor.com/Hotel_Review-g188049-d260995-Reviews-Hotel_du_Commerce-Basel.html"
