slug,name,location,starRating,isSuperior,starLabel,hotelType,classificationText,address,roomsCount,roomsLabel,phone,email,emailUrl,specializationTags,certificationTags,accessibilityTags,amenityTags,priceCategory,priceSourceType,priceNightly,priceNightlyChf,sourceCurrency,matchedText,gmName,gmTitle,gmSourceUrl,websiteUrl,mySwitzerlandUrl,detailUrl,externalPriceUrl,sr_selected,sr_selection_reason_codes,sr_selection_reason_labels,sr_selection_buckets,sr_enrichment_status,sr_source_url,sr_page_title,sr_page_description,sr_website_summary,sr_offered_languages,sr_positioning_pillars,sr_positioning_tone,sr_direct_booking_presence,sr_booking_engine_signals,sr_ota_signals,sr_booking_flow_type,sr_amenity_signals,sr_audience_signals,sr_brand_style_signals,sr_market_segment,sr_annual_room_revenue_proxy_chf,sr_occupancy_assumption,sr_scrape_error
hotel-tralala-hotel,Tralala Hotel,Montreux,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Rue du Temple 2, 1820 Montreux",36,Numero di camere/appartamenti **36**,+41219634973,reservation@tralalahotel.ch,mailto:reservation@tralalahotel.ch,Design,,,Design,,unclassified,,,,,,,,http://www.tralalahotel.ch/,https://www.myswitzerland.com/it/alloggi/tralala-hotel/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-tralala-hotel,,false,,,,,,,,,,,,,,,,,,,,,,
hotel-trauffer-erlebniswelt-und-bretterhotel,Trauffer Erlebniswelt und Bretterhotel,Hofstetten b. Brienz,3,true,albergo 3 stelle Superior,Hotel,Classificato come albergo 3 stelle Superior da HotellerieSuisse,"Holzkuhplatz 1, 3858 Hofstetten b. Brienz",31,Numero di camere/appartamenti **31**,+41339521500,hallo@trauffer.ch,mailto:hallo@trauffer.ch,Design | Unique,ibex fairstay platinum | Swisstainable Livello III - leading,Valutazione su Ginto,Design | ibex fairstay platinum | Swisstainable Livello III - leading | Unique | Valutazione su Ginto,,unclassified,,,,,,,,https://www.trauffer.ch/,https://www.myswitzerland.com/it/alloggi/trauffer-erlebniswelt-und-bretterhotel/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-trauffer-erlebniswelt-und-bretterhotel,,false,,,,,,,,,,,,,,,,,,,,,,
hotel-tresa-bay-hotel,Tresa Bay Hotel,Ponte Tresa,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Via Lugano 18, 6988 Ponte Tresa",39,Numero di camere/appartamenti **39**,+41916112700,info@tresabay.ch,mailto:info@tresabay.ch,,Swisstainable Livello II - engaged,Valutazione su Ginto,Swisstainable Livello II - engaged | Valutazione su Ginto,,verified-external,265,215.97,USD,View all 7 deals from $265,,,,https://www.tresabay.ch/,https://www.myswitzerland.com/it/alloggi/tresa-bay-hotel/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-tresa-bay-hotel,https://www.tripadvisor.com/Hotel_Review-g580367-d295719-Reviews-Tresa_Bay_Hotel-Ponte_Tresa_Canton_of_Ticino_Swiss_Alps.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-tschuggen-grand-hotel,Tschuggen Grand Hotel,Arosa,5,true,albergo 5 stelle Superior,Hotel,Classificato come albergo 5 stelle Superior da HotellerieSuisse,"Tschuggentorweg 1, 7050 Arosa",128,Numero di camere/appartamenti **128**,+41813789999,reservations@tschuggen.ch,mailto:reservations@tschuggen.ch,Design | Excellent Cuisine | Family-friendly | Green Living | Hiking | Snowsports | Sustainable Living | Wellness & Spa,Swisstainable Livello III - leading | TOP formazione aziendale livello 1,,Design | Excellent Cuisine | Family-friendly | Green Living | Hiking | Snowsports | Sustainable Living | Swisstainable Livello III - leading | TOP formazione aziendale livello 1 | Wellness & Spa,Luxury,fallback-star-rating,,,,,,,,https://www.tschuggen.ch/,https://www.myswitzerland.com/it/alloggi/tschuggen-grand-hotel/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-tschuggen-grand-hotel,,true,luxury_price_category | five_star_signal | four_star_superior_signal | large_hotel,Luxury price category | Five-star signal | Four-star superior signal | Large hotel footprint,premium_or_luxury | premium_or_luxury | premium_or_luxury | large_hotel,enriched,https://www.tschuggen.ch/,Tschuggen Grand Hotel | Five-Star Mountain Resort in Arosa,"The Tschuggen Grand Hotel is the ideal place for a relaxing holiday in the mountains of Arosa, Switzerland during summer and winter season.","The Tschuggen Grand Hotel is a luxurious alpine destination located on the edge of the Arosa forest, combining modern design with a commitment to sustainability. It features an award-winning spa, fine dining, and exclusive offerings like a private mountain railway for easy access to outdoor activities.",English | Italian,alpine wellness | private mountain railway | gourmet cuisine | holistic spa | luxury suites | Spa,understated-luxury,true,Visible 'Book' button on the site | Direct access to booking through hotel link | Book now CTA,,external_engine,spa | fine dining | ski services | luxury suites | family-friendly activities | Wellness | Restaurant | Meeting rooms | Suites | Design,couples | families | business travelers | wellness guests | skiers | Groups and events | Wellness travelers | Ski travelers,modern design | sustainable luxury | alpine elegance | Design-led | Alpine aesthetic | Modern | Luxury cues,luxury,,0.68,
hotel-turmhotel-victoria,Turmhotel Victoria,Davos Dorf,4,false,albergo 4 stelle,Hotel,Classificato come albergo 4 stelle da HotellerieSuisse,"Alte Flüelastrasse 2, 7260 Davos Dorf",98,Numero di camere/appartamenti **98**,+41814175300,hotel@victoria.davos.ch,mailto:hotel@victoria.davos.ch,Hiking | Seminars | Snowsports,,Valutazione su Ginto,Hiking | Seminars | Snowsports | Valutazione su Ginto,,verified-external,329,268.13,USD,View all 9 deals from $329,,,,https://www.victoria-davos.ch/,https://www.myswitzerland.com/it/alloggi/turmhotel-victoria/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-turmhotel-victoria,https://www.tripadvisor.ca/Hotel_Review-g188090-d234424-Reviews-Turmhotel_Victoria_Davos-Davos_Canton_of_Graubunden_Swiss_Alps.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-typically-swiss-hotel-altana,Typically Swiss Hotel Altana,Scuol,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Via da la Staziun 496, 7550 Scuol",24,Numero di camere/appartamenti **24**,+41818611111,hotel@altana.ch,mailto:hotel@altana.ch,Hiking,,,Hiking,,unclassified,,,,,,,,https://www.altana.ch/,https://www.myswitzerland.com/it/alloggi/typically-swiss-hotel-altana/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-typically-swiss-hotel-altana,,false,,,,,,,,,,,,,,,,,,,,,,
hotel-typically-swiss-hotel-ermitage,Typically Swiss Hotel Ermitage,Kandersteg,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Oeschinenstrasse 49, 3718 Kandersteg",22,Numero di camere/appartamenti **22**,,info@ermitage.kandersteg.ch,mailto:info@ermitage.kandersteg.ch,Hiking | Snowsports,Swisstainable Livello I - committed,,Hiking | Snowsports | Swisstainable Livello I - committed,,verified-external,181,147.51,USD,View all 8 deals from $181,,,,https://www.ermitage-kandersteg.ch/,https://www.myswitzerland.com/it/alloggi/hotel-ermitage/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-typically-swiss-hotel-ermitage,https://www.tripadvisor.com/Hotel_Review-g198863-d1017301-Reviews-Hotel_Ermitage_Kandersteg-Kandersteg_Canton_of_Bern.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-ultima-crans-montana,Ultima Crans-Montana,Crans-Montana,5,false,Serviced Apartments 5 stelle,Serviced Apartments,Classificato come Serviced Apartments 5 stelle da HotellerieSuisse,"Chemin de la Digue 15, 3963 Crans-Montana",16,Numero di camere/appartamenti **16**,+41227793333,reservation@ultimamanagement.com,mailto:reservation@ultimamanagement.com,,,,,Luxury,fallback-star-rating,,,,,,,,https://www.ultimacollection.com/en/collections/ultima-crans-montana?utm_source=google&utm_medium=organic&utm_campaign=ultima_crans_montana_google_my_business,https://www.myswitzerland.com/it/alloggi/ultima-crans-montana/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-ultima-crans-montana,,true,luxury_price_category | five_star_signal | premium_serviced_apartments,Luxury price category | Five-star signal | Premium serviced apartments signal,premium_or_luxury | premium_or_luxury | premium_or_luxury,enriched,https://www.ultimacollection.com/en/collections/ultima-crans-montana?utm_source=google&utm_medium=organic&utm_campaign=ultima_crans_montana_google_my_business,Ultra-Luxury Chalet in the Swiss Alps | Ultima Crans-Montana,"Stay at Ultima Crans-Montana, where two private chalets in the Swiss Alps offer bespoke service and world-class amenities. Book now.","Ultima Crans-Montana is a luxury mountain estate located on the tranquil Plateau de Plan-Mayens, offering two interconnected chalets, a heated pool, and a 1,000 sqm spa. Designed for comfort and relaxation, the estate features various amenities including en-suite bedrooms, dining areas, a private cinema, and a full-service team to cater to guests' needs.",French | Italian,luxury alpine escape | wellness retreat | full-service chalet | Spa | Wellness | Restaurant,understated-luxury,,,,contact_only,heated pool | private cinema | vast spa | cigar lounge | gym | sauna | hamman | Spa | Wellness | Restaurant,families | skiers | wellness guests | Wellness travelers | Ski travelers,contemporary design | luxurious comfort | elegant outdoor spaces | Design-led | Alpine aesthetic | Modern | Luxury cues | Urban lifestyle,luxury,,0.68,
hotel-ultima-geneva-grand-villa,Ultima Geneva Grand Villa,Mies,,false,,,,"Rue des Pénys 55, 1295 Mies",9,Numero di camere/appartamenti **9**,+41227793333,reservation@ultimamanagement.com,mailto:reservation@ultimamanagement.com,,,,,,verified-external,155,155,CHF,"**[From CHF 155,000 / week](https://www.casolvillasfrance.com/luxury-villa-rentals-contact.html ""Book Now!"")**",,,,https://www.ultimacollection.com/,https://www.myswitzerland.com/it/alloggi/ultima-geneva-grand-villa/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-ultima-geneva-grand-villa,https://www.casolvillasfrance.com/villa-rentals/switzerland/geneva/ultima.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-ultima-gstaad-promenade,Ultima Gstaad Promenade,Gstaad,,false,,,,"Alte Lauenenstrasse 6, 3780 Gstaad",8,Numero di camere/appartamenti **8**,+41227793333,ultimaexperience@ultima.promenadegstaad.com,mailto:ultimaexperience@ultima.promenadegstaad.com,,,,,,unclassified,,,,,,,,https://www.ultimateluxurychalets.com/luxury-chalet-ultima-gstaad-promenade-gstaad,,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-ultima-gstaad-promenade,,false,,,,,,,,,,,,,,,,,,,,,,
hotel-ultima-hotel-gstaad,Ultima Hotel Gstaad,Gstaad,5,true,albergo 5 stelle Superior,Hotel,Classificato come albergo 5 stelle Superior da HotellerieSuisse,"Gsteigstrasse 70, 3780 Gstaad",17,Numero di camere/appartamenti **17**,+41337480550,frontoffice@ultima.gstaad.com,mailto:frontoffice@ultima.gstaad.com,Boutique | Medical Wellness & Spa,,Valutazione su Ginto,Boutique | Medical Wellness & Spa | Valutazione su Ginto,Premium,verified-external,851,693.56,USD,Ultima Hotel Gstaad from $851. Saanen Hotel Deals & Reviews - KAYAK,,,,https://www.ultimacollection.com/our-collection/ultima-hotel-gstaad,https://www.myswitzerland.com/it/alloggi/ultima-gstaad-resort-spa-and-residences/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-ultima-hotel-gstaad,https://www.kayak.com/Saanen-Hotels-Ultima-Gstaad.884358.ksp,true,premium_price_category | five_star_signal | four_star_superior_signal | high_adr,Premium price category | Five-star signal | Four-star superior signal | High ADR proxy,premium_or_luxury | premium_or_luxury | premium_or_luxury | high_adr,enriched,https://www.ultimacollection.com/our-collection/ultima-hotel-gstaad,Ultima Hotel Gstaad | Luxury Boutique Hotel & Spa in the Swiss Alps,"Discover Ultima Hotel Gstaad, a 5-star boutique retreat in the Swiss Alps. Winter 2025–26 features the Zuma pop-up, luxury suites, dining & spa.","Ultima Hotel Gstaad is a luxurious hotel located near Gstaad's ski lifts, offering a unique blend of rustic charm and modern amenities. The property features spacious suites, private residences, an innovative restaurant, and a world-class spa spread across three interlinked timber chalets.",en-US,Alpine luxury | Bespoke experiences | Wellness retreat | Fine dining | Art collection | Spa,luxury,true,Search availability link prominently displayed | Direct link for table bookings at Zuma restaurant,Booking.com mention,native_direct,Spa services | Dining experiences | Valet service | Shuttle transfers | High-speed WiFi | Spa | Wellness | Restaurant | Bar | Ski services,Couples | Business travelers | Families | Wellness guests | Skiers | Wellness travelers | Ski travelers,Contemporary Alpine | Luxury | Art-focused | Bespoke services | Design-led | Heritage | Alpine aesthetic | Modern,luxury,2926407,0.68,
hotel-ultima-quai-wilson-geneva,Ultima Quai Wilson Geneva,Genève,,false,,,,"Quai Wilson 33, 1201 Genève",5,Numero di camere/appartamenti **5**,+41227793333,reservation@ultimamanagement.com,mailto:reservation@ultimamanagement.com,,,,,,verified-external,140,126.42,EUR,"From EUR 140,000 per week",,,,https://www.ultimacollection.com/en/collections/ultima-geneva-quai-wilson,,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-ultima-quai-wilson-geneva,https://www.myprivatevillas.com/luxury-villas/ultima-quai-wilson-geneva-6-bedroom-residence/,false,,,,,,,,,,,,,,,,,,,,,,
hotel-unique-hotel-fusio,Unique Hotel Fusio,Fusio,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Salee 2, 6696 Fusio",12,Numero di camere/appartamenti **12**,+41916000900,direktion@hotelfusio.ch,mailto:direktion@hotelfusio.ch,Boutique,,,Boutique,,unclassified,,,,,,,,https://www.hotelfusio.ch/,https://www.myswitzerland.com/it/alloggi/unique-hotel-fusio/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-unique-hotel-fusio,,false,,,,,,,,,,,,,,,,,,,,,,
hotel-unique-hotel-innere-enge,Unique Hotel Innere Enge,Bern,4,true,albergo 4 stelle Superior,Hotel,Classificato come albergo 4 stelle Superior da HotellerieSuisse,"Engestrasse 54, 3012 Bern",26,Numero di camere/appartamenti **26**,+41313096111,reservation.ieb@zghotels.ch,mailto:reservation.ieb@zghotels.ch,Unique,,Valutazione su Ginto,Unique | Valutazione su Ginto,,verified-external,311,253.46,USD,View all 9 deals from $311,,,,http://www.innere-enge.ch/,https://www.myswitzerland.com/it/alloggi/hotel-innere-enge/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-unique-hotel-innere-enge,https://www.tripadvisor.ca/Hotel_Review-g188052-d236362-Reviews-Unique_Hotel_Innere_Enge-Bern_Bern_Mittelland_District_Canton_of_Bern.html,true,four_star_superior_signal,Four-star superior signal,premium_or_luxury,enriched,http://www.innere-enge.ch/,Unique Hotel Innere Enge – Das 4-Sterne Superior Hotel Innere Enge inmitten von Bern,"Erleben Sie das 4-Sterne Superior Hotel in Bern: Ruhig im historischen Park gelegen, Gratis Parkplatz, eigenem Jazzclub „Marians”, Minigolf, Aussicht auf Alpen & Altstadt — ideal für Stadtaufenthalt & Musikliebhaber*innen","The hotel features individually designed rooms and suites inspired by jazz legends, offering comfort and character. It boasts culinary experiences at the Josephine Brasserie and Park Café, alongside live jazz performances at Marians Jazzroom, a renowned venue for international artists.",de | en | fr,jazz heritage | culinary experiences | live music | Spa | Bar | Suites,arts-leisure,true,Check-In from 2 PM | Best Price Guarantee | Direct Bookers Discount | Welcome Drink | Free Parking | Public Transport Free of Charge | Free High-Speed WiFi,,native_direct,restaurant | jazz club | minigolf | room service | free parking | Spa | Bar | Suites | Unique | Valutazione su Ginto,jazz enthusiasts | food lovers | couples | business travelers,stylish comfort | musical theme | urban elegance,upper_upscale,1635628,0.68,
hotel-unique-hotel-post,Unique Hotel Post,Zermatt,4,true,albergo 4 stelle Superior,Hotel,Classificato come albergo 4 stelle Superior da HotellerieSuisse,"Bahnhofstrasse 41, 3920 Zermatt",29,Numero di camere/appartamenti **29**,+41279671931,info@hotelpost.ch,mailto:info@hotelpost.ch,Design | Hiking | Snowsports,Swisstainable Livello I - committed,Valutazione su Ginto,Design | Hiking | Snowsports | Swisstainable Livello I - committed | Valutazione su Ginto,Premium,verified-external,757,616.95,USD,View all 8 deals from $757,,,,http://www.hotelpost.ch/,https://www.myswitzerland.com/it/alloggi/unique-hotel-post/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-unique-hotel-post,https://www.tripadvisor.ca/Hotel_Review-g188098-d238694-Reviews-Unique_Hotel_Post-Zermatt_Canton_of_Valais_Swiss_Alps.html,true,premium_price_category | four_star_superior_signal | high_adr,Premium price category | Four-star superior signal | High ADR proxy,premium_or_luxury | premium_or_luxury | high_adr,enriched,http://www.hotelpost.ch/,Unique Hotel Post Zermatt,"<p><span style=""font-size:18px"">Das innovative und trendige Unique Hotel Post im&nbsp;Herzen von Zermatt setzt auf Qualit&auml;t, Vielfalt und&nbsp;ungezwungenen Lifestyle.</span></p>","Unique Hotel Post is an innovative and trendy hotel located in the heart of Zermatt, focusing on quality, diversity, and a casual lifestyle. The hotel features high-quality design rooms styled in a cozy-modern mountain lodge aesthetic, emphasizing a blend of tradition and modernity.",German,trendy lifestyle | mountain lodge design | culinary diversity | wellness | event hosting | Spa,modern-lifestyle,true,Link for checking availability | Direct booking button | SimpleBooking engine | Reservieren CTA,,external_engine,spa services | multiple restaurants | bars and clubs | event facilities | Spa | Wellness | Restaurant | Bar | Suites | Design,couples | families | business travelers | wellness guests | event planners | Wellness travelers,modern design | cozy atmosphere | culinary experience | Design-led | Modern,upper_upscale,4440683,0.68,
hotel-valbella-resort,Valbella Resort,Valbella,4,true,albergo 4 stelle Superior,Hotel,Classificato come albergo 4 stelle Superior da HotellerieSuisse,"Voa Selva 4, 7077 Valbella",121,Numero di camere/appartamenti **121**,+41813850808,hotel@valbellaresort.ch,mailto:hotel@valbellaresort.ch,Biking | Business | Congresses | Family & More | Hiking | Seminars | Snowsports | Wellness,Swisstainable Livello II - engaged | TOP formazione aziendale livello 1,,Biking | Business | Congresses | Family & More | Hiking | Seminars | Snowsports | Swisstainable Livello II - engaged | TOP formazione aziendale livello 1 | Wellness,Premium,verified-external,534,435.21,USD,View all 9 deals from $534,,,,https://www.valbellaresort.ch/,https://www.myswitzerland.com/en/accommodations/valbella-resort/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-valbella-resort,https://www.tripadvisor.ca/Hotel_Review-g1130372-d1233125-Reviews-Valbella_Resort-Valbella_Canton_of_Graubunden_Swiss_Alps.html,true,premium_price_category | four_star_superior_signal | large_hotel,Premium price category | Four-star superior signal | Large hotel footprint,premium_or_luxury | premium_or_luxury | large_hotel,enriched,https://www.valbellaresort.ch/,Valbella Resort Lenzerheide | Zuhause in den Bergen,"Familienferien, Wellnessauszeit oder aktiv in den Bergen - Willkommen im Valbella Resort mit Spa, Kinderland und Restaurants in drei Häusern., The TrustScore Widget, TrustYou’s most popular widget, displays a hotel’s TrustScore and a textual representation of its score.","The Valbella Resort offers a luxurious stay in the Graubünden mountains, featuring tailored nature experiences and accommodations suited for both families and couples. Guests can enjoy various amenities including wellness services, dining options, and outdoor activities, designed to create memorable moments.",German | English | Italian,wellness retreat | family-friendly | culinary experiences | winter sports | nature experiences | Spa,luxury-leisure,true,Online reservation form available | Direct booking buttons visible | Special offers for direct bookings | SimpleBooking engine | Reservieren CTA | Buchen CTA,Tripadvisor mention,native_direct,SPA & Wellness | family suites | fine dining | outdoor activities | event spaces | Spa | Wellness | Restaurant | Bar | Seminar facilities,families | couples | wellness guests | winter sports enthusiasts | Wellness travelers | Ski travelers,modern alpine design | family-oriented | sustainable luxury | Modern,upper_upscale,13070314,0.68,
hotel-valley-hostel,Valley Hostel,Lauterbrunnen,0,false,Swiss Lodge,Swiss Lodge,Classificato come Swiss Lodge da HotellerieSuisse,"Greifenbach 455g, 3822 Lauterbrunnen",25,Numero di camere/appartamenti **25**,+41338552008,info@valleyhostel.ch,mailto:info@valleyhostel.ch,Hiking | Snowsports,,,Hiking | Snowsports,,unclassified,,,,,,,,https://www.valleyhostel.ch/,https://www.myswitzerland.com/it/alloggi/valley-hostel-3/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-valley-hostel,,false,,,,,,,,,,,,,,,,,,,,,,
hotel-vallombrosa,Vallombrosa,Castelrotto,0,false,Swiss Lodge,Swiss Lodge,Classificato come Swiss Lodge da HotellerieSuisse,"Via Mött 4, 6980 Castelrotto",10,Numero di camere/appartamenti **10**,+41916081866,myholiday@vallombrosa.ch,mailto:myholiday@vallombrosa.ch,Unique,,,Unique,,verified-external,184,149.96,USD,View all 5 deals from $184,,,,http://www.vallombrosa.ch/,https://www.myswitzerland.com/it/alloggi/vallombrosa/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-vallombrosa,https://www.tripadvisor.com/Hotel_Review-g2002385-d1539043-Reviews-Wine_Art_Relais_Vallombrosa-Croglio_Canton_of_Ticino_Swiss_Alps.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-valsana-hotel-arosa,Valsana Hotel Arosa,Arosa,4,true,albergo 4 stelle Superior,Hotel,Classificato come albergo 4 stelle Superior da HotellerieSuisse,"Oberseepromenade 2, 7050 Arosa",49,Numero di camere/appartamenti **49**,+41813786363,info@valsana.ch,mailto:info@valsana.ch,Biking | Design | Green Living | Hiking | Snowsports | Sustainable Living | Wellness,Swisstainable Livello III - leading,Valutazione su Ginto Valutazione su Ginto,Biking | Design | Green Living | Hiking | Snowsports | Sustainable Living | Swisstainable Livello III - leading | Valutazione su Ginto Valutazione su Ginto | Wellness,,verified-external,339,276.28,USD,Compare prices and find the best deal for the Valsana Hotel Arosa. Rates from $339.,,,,https://tschuggencollection.ch/de/hotel/valsana-hotel,https://www.myswitzerland.com/it/alloggi/valsana-hotel-arosa/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-valsana-hotel-arosa,https://www.kayak.com/Arosa-Hotels-Valsana-Hotel-Appartements.48178.ksp,true,four_star_superior_signal,Four-star superior signal,premium_or_luxury,enriched,https://tschuggencollection.ch/de/hotel/valsana-hotel,Valsana Hotel | 4 Sterne Hotel & Ferienwohnungen in Arosa,"Das nachhaltige Hotel in Arosa am Obersee im Sommer sowie im Winter: Das Small Luxury Hotel bietet 40 Zimmer, 9 Ferienwohnungen und einen grossen Wellness Bereich.","Valsana Hotel, part of the Tschuggen Collection, offers a modern and sustainable experience set against the backdrop of the Swiss Alps. The hotel emphasizes wellness, outdoor activities, and environmental consciousness, making it an ideal destination for nature lovers and adventure seekers all year round.",German | Italian,modern mountain base | sustainable luxury | wellness and relaxation | nature exploration | culinary experiences | Spa,sustainable-luxury,true,Booking button prominently displayed allowing for reservations directly on the site. | Reservieren CTA | Buchen CTA,,native_direct,spa | fine dining | yoga classes | outdoor activities | sustainable initiatives | Restaurant | Bar | Meeting rooms | Ski services | Pool,couples | families | wellness guests | adventure travelers | skiers | Groups and events | Ski travelers,sustainable design | alpine elegance | natural aesthetics | modern comfort | Design-led | Alpine aesthetic | Modern,upper_upscale,3360062,0.68,
hotel-verenas-boutique-villa-au-lac,Verena's Boutique Villa au Lac,Sachseln,0,false,Swiss Lodge,Swiss Lodge,Classificato come Swiss Lodge da HotellerieSuisse,"Haltenmatte 23, 6072 Sachseln",6,Numero di camere/appartamenti **6**,+41796137263,welcome@verenasguesthouse.ch,mailto:welcome@verenasguesthouse.ch,Boutique,Swisstainable Livello I - committed,Valutazione su Ginto,Boutique | Swisstainable Livello I - committed | Valutazione su Ginto,,verified-external,200,200,CHF,From CHF 200.00,,,,https://www.verenasguesthouse.ch/,https://www.myswitzerland.com/it/alloggi/verenas-boutique-villa-au-lac-2/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-verenas-boutique-villa-au-lac,https://bnb.ch/en/verenas-boutique-villa-au-lac-3063/,false,,,,,,,,,,,,,,,,,,,,,,
hotel-vevey-house,Vevey House,Vevey,0,false,Swiss Lodge,Swiss Lodge,Classificato come Swiss Lodge da HotellerieSuisse,"Grande Place 5, 1800 Vevey",21,Numero di camere/appartamenti **21**,+41219223532,reservation@veveyhouse.com,mailto:reservation@veveyhouse.com,,,,,,unclassified,,,,,,,,https://www.veveyhouse.com/,https://www.myswitzerland.com/it/alloggi/vevey-house/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-vevey-house,,false,,,,,,,,,,,,,,,,,,,,,,
hotel-victoria-alpine-boutique-hotel-fine-dining,Victoria – Alpine Boutique Hotel & Fine Dining,Meiringen,4,false,albergo 4 stelle,Hotel,Classificato come albergo 4 stelle da HotellerieSuisse,"Bahnhofplatz 9, 3860 Meiringen",18,Numero di camere/appartamenti **18**,+41339721040,info@victoria.meiringen.ch,mailto:info@victoria.meiringen.ch,Biking | Boutique | Excellent Cuisine,Swisstainable Livello I - committed,,Biking | Boutique | Excellent Cuisine | Swisstainable Livello I - committed,,verified-external,204,166.26,USD,"Compare prices and find the best deal for the Victoria - Alpine Boutique Hotel & Fine Dining. Rates from $204 ... Meiringen, Switzerland. +41 33 972 10 40.",,,,http://www.victoria-meiringen.ch/,https://www.myswitzerland.com/it/alloggi/hotel-victoria-meiringen/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-victoria-alpine-boutique-hotel-fine-dining,https://www.kayak.com/Meiringen-Hotels-Hotel-Victoria.48865.ksp,false,,,,,,,,,,,,,,,,,,,,,,
hotel-victoria-hotel-residence,Victoria Hotel & Residence,Villars-sur-Ollon,4,false,albergo 4 stelle,Hotel,Classificato come albergo 4 stelle da HotellerieSuisse,"Route des Layeux 1, 1884 Villars-sur-Ollon",150,Numero di camere/appartamenti **150**,+41244953131,info@var.ch,mailto:info@var.ch,Hiking | Seminars | Snowsports,,,Hiking | Seminars | Snowsports,,verified-external,242,197.23,USD,View all 10 deals from $242,,,,https://www.villarsvictoria.ch/,https://www.myswitzerland.com/it/alloggi/victoria-hotel-residence/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-victoria-hotel-residence,https://www.tripadvisor.ca/Hotel_Review-g198849-d498201-Reviews-Victoria_Hotel_Residence-Villars_sur_Ollon_Canton_of_Vaud.html,true,large_hotel,Large hotel footprint,large_hotel,enriched,https://www.villarsvictoria.ch/,Villars Victoria Hotel & Residence: a modern Swiss hub,"Welcome to the Victoria, a modern Swiss hub where creativity and ideas can flourish. Designed and renovated with sustainability in mind, it is our mission to create a better world for future generations.","The Victoria Hotel is a modern Swiss hub designed with sustainability in mind, offering a unique blend of comfort and creativity since 1894. It features various accommodations, including rooms, suites, and apartments, and provides numerous amenities for a holistic stay in the heart of the Swiss Alps.",en | FR | Italian,modern Swiss hub | sustainability | holistic experiences | family-friendly | business events | Spa,modern-luxury,true,Prominent 'Book Now' buttons throughout the site. | Links to direct booking via Synxis. | SynXis booking engine | Book now CTA,,native_direct,indoor pool | fitness center | wellness services | multiple dining options | business event spaces | Spa | Wellness | Restaurant | Bar | Meeting rooms,business travelers | families | wellness guests | adventure seekers | Groups and events | Couples | Wellness travelers | Wedding guests,modern design | sustainable practices | elegant alpine aesthetic | creative hospitality | Design-led | Boutique | Alpine aesthetic | Modern,business_conference,7342873,0.68,
