hotel_slug,role,replication,ps_guest_sentiment,ps_competitive_positioning,ps_guest_segmentation,ps_ai_discovery,ps_multilingual_content,ps_data_to_actions,ps_small_team_operations,top_justifiers,budget_bucket,proof_metric,price_1000,price_2000,price_3000,price_4000,price_5000,price_7500,resistance_threshold,resistance_main,realistic_price_band,replacement_anchors,deal_killer,deal_killer_canonical,proof_ranking,buy_likelihood_3000,buy_likelihood_5000
hotel-hotel-angleterre,commercial_marketing,,4,4,4,3,4,5,5,clearer_weekly_decisions | faster_content_production | stronger_review_intelligence,marketing_software,increase in direct bookings (direct booking share and direct booking revenue),5,4,3,2,2,1,4000,budget constraints for a 75-room premium property; hard to justify larger fixed monthly spend,1000_2000,manual_management_time | agency_spend | review_reputation_tooling,"No credible, property-level proof of uplift in direct bookings or incremental room revenue within the agreed trial window.",No Swiss reference customers,60_day_pilot | reference_switzerland | pms_crm_integration | live_dashboard_demo | roi_calculator,,
hotel-hotel-aristella-swissflair,gm_owner,,4,4,4,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | stronger_review_intelligence,gm_discretionary,Increase in direct booking revenue (or share of total bookings) / conversion on direct channel,4,3,3,2,1,1,4000,Hotel budget constraints for a small 28-room boutique property,1000_2000,manual_management_time | fragmented_crm_content | agency_spend,No measurable increase in direct bookings or direct revenue within the agreed pilot window,Cannot prove attribution / ROI,60_day_pilot | pms_crm_integration | roi_calculator | reference_switzerland | live_dashboard_demo,,
hotel-hotel-aristella-swissflair,gm_owner,,5,4,4,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | avoiding_additional_hire,gm_discretionary,direct_booking_revenue_share,4,4,3,2,2,1,3000,Cost relative to property size and seasonal revenue swings,1000_2000,manual_management_time | agency_spend | review_reputation_tooling,No credible proof of increased direct bookings within the agreed pilot period.,No Swiss reference customers,90_day_pilot | pms_crm_integration | reference_switzerland | live_dashboard_demo | white_glove_onboarding,,
hotel-hotel-aristella-swissflair,gm_owner,,4,3,4,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | stronger_review_intelligence,gm_discretionary,Increase in direct-booking revenue (or direct bookings conversion rate),4,3,2,1,1,1,3000,Property is small (28 rooms); recurring cost above CHF 3k/mo strains operational budget.,1000_2000,manual_management_time | review_reputation_tooling | fragmented_crm_content,No measurable increase in direct bookings (or no realistic plan to integrate with our booking flow/PMS) within the agreed proof period.,No PMS/CRM integration,60_day_pilot | reference_switzerland | reference_luxury | pms_crm_integration | live_dashboard_demo,,
hotel-hotel-aristella-swissflair,commercial_marketing,,4,4,4,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | avoiding_additional_hire,gm_discretionary,Increase in direct bookings (direct website room nights / direct booking revenue),4,3,2,1,1,1,2000,Budget constraints for a small (28-room) boutique hotel,1000_2000,manual_management_time | agency_spend | review_reputation_tooling,No measurable uplift in direct bookings or revenue within the agreed proof period,Cannot prove attribution / ROI,60_day_pilot | reference_switzerland | pms_crm_integration | live_dashboard_demo | roi_calculator,,
hotel-hotel-aristella-swissflair,commercial_marketing,,5,4,4,3,5,5,5,clearer_weekly_decisions | stronger_review_intelligence | more_direct_bookings,commercial_revenue,increase in direct room revenue (direct bookings),5,4,3,2,1,1,3000,limited marketing/commercial budget for a small (28-room) boutique hotel,1000_2000,manual_management_time | agency_spend | review_reputation_tooling,No reliable integration with our PMS/booking engine (no measurable data/booking uplift possible),No PMS/CRM integration,live_dashboard_demo | reference_switzerland | 60_day_pilot | pms_crm_integration | gdpr_swiss_hosting,,
hotel-hotel-aristella-swissflair,commercial_marketing,,4,4,4,3,4,5,5,clearer_weekly_decisions | faster_content_production | avoiding_additional_hire,marketing_software,percentage_increase_in_direct_booking_revenue,3,2,2,1,1,1,2000,"Hotel is small (28 rooms) — ongoing monthly cost must justify clear, measurable uplift; budget limited.",1000_2000,manual_management_time | fragmented_crm_content | agency_spend,"No clear, verifiable evidence that the platform increases direct bookings (or reduces OTA dependence) within an agreed, short time window.","No clear, verifiable evidence that the platform increases direct bookings (or reduces OTA dependence) within an agreed, short time window.",90_day_pilot | live_dashboard_demo | reference_switzerland | pms_crm_integration | roi_calculator,,
hotel-hotel-banana-city,gm_owner,,4,5,4,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | avoiding_additional_hire,commercial_revenue,direct booking revenue (or direct channel bookings) uplift,4,5,4,3,2,1,5000,"Cost too high relative to demonstrated, local ROI expectations",2000_3000,agency_spend | manual_management_time | review_reputation_tooling | compset_revenue_tooling,No reliable integration with our PMS/CRS and inability to prove measurable direct-booking revenue uplift within a short trial period.,No PMS/CRM integration,60_day_pilot | pms_crm_integration | reference_switzerland | live_dashboard_demo | roi_calculator,,
hotel-hotel-banana-city,gm_owner,,4,4,4,3,4,5,5,clearer_weekly_decisions | better_compset_intelligence | more_direct_bookings,commercial_revenue,direct_booking_revenue_share,4,4,3,2,1,1,4000,Budget constraints and unclear ROI for sustained monthly spend,1000_2000,manual_management_time | agency_spend | review_reputation_tooling,No reliable PMS/CRM integration — inability to access transactional booking and rate data (so the system cannot produce trustworthy recommendations).,No PMS/CRM integration,90_day_pilot | pms_crm_integration | reference_switzerland | live_dashboard_demo | gdpr_swiss_hosting,,
hotel-hotel-banana-city,gm_owner,,4,4,4,3,3,4,5,better_compset_intelligence | clearer_weekly_decisions | avoiding_additional_hire,commercial_revenue,increase in direct bookings (revenue),5,4,3,2,1,1,3000,budget constraints for ongoing software subscriptions at hotel scale,1000_2000,agency_spend | manual_management_time | review_reputation_tooling,No reliable integration with our PMS/booking engine (inability to ingest accurate booking and ADR data),No PMS/CRM integration,pms_crm_integration | reference_switzerland | 60_day_pilot | live_dashboard_demo | roi_calculator,,
hotel-hotel-banana-city,commercial_marketing,,4,4,4,3,3,5,5,clearer_weekly_decisions | better_compset_intelligence | stronger_review_intelligence,commercial_revenue,increase in direct (website) bookings / direct booking revenue,4,4,3,2,2,1,4000,budget constraints for ongoing SaaS line items at this scale for a single-property hotel,1000_2000,agency_spend | manual_management_time | review_reputation_tooling,No reliable PMS/booking-data integration or refusal to share the necessary data — without that Tercier cannot demonstrate credible impact.,No PMS/CRM integration,60_day_pilot | pms_crm_integration | live_dashboard_demo | reference_switzerland | roi_calculator,,
hotel-hotel-banana-city,commercial_marketing,,4,4,4,3,3,5,5,clearer_weekly_decisions | better_compset_intelligence | stronger_review_intelligence,commercial_revenue,direct booking share (percentage of total bookings),4,4,4,3,2,1,5000,Budget governance and owner sign-off — too large a recurring line without proven ROI,2000_3000,manual_management_time | agency_spend | review_reputation_tooling | compset_revenue_tooling,"No clear, measurable ROI within the first 60–90 days (i.e., promises without fast, trackable uplift in direct bookings or RevPAR)",Cannot prove attribution / ROI,60_day_pilot | pms_crm_integration | reference_switzerland | live_dashboard_demo | roi_calculator,,
hotel-hotel-banana-city,commercial_marketing,,4,4,4,3,3,5,5,clearer_weekly_decisions | better_compset_intelligence | more_direct_bookings,commercial_revenue,Direct room revenue (direct bookings),5,4,3,2,1,1,4000,Budget constraints for ongoing SaaS spend at this price point,1000_2000,agency_spend | manual_management_time | review_reputation_tooling,No integration with PMS/booking data (no measurable attribution),No PMS/CRM integration,pms_crm_integration | 60_day_pilot | reference_switzerland | live_dashboard_demo | roi_calculator,,
hotel-hotel-beau-rivage,gm_owner,,4,4,4,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | avoiding_additional_hire,gm_discretionary,increase in direct bookings (room nights),4,3,2,1,1,1,3000,Overall budget constraints for a 13-room family hotel,1000_2000,manual_management_time | agency_spend | fragmented_crm_content,No measurable increase in direct bookings during the agreed pilot period,Cannot prove attribution / ROI,60_day_pilot | live_dashboard_demo | reference_switzerland | pms_crm_integration | gdpr_swiss_hosting,,
hotel-hotel-beau-rivage,gm_owner,,4,4,4,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | avoiding_additional_hire,gm_discretionary,increase_in_direct_booking_revenue,4,4,3,2,1,1,3000,budget_constraints_for_small_property,1000_2000,manual_management_time | fragmented_crm_content | agency_spend,no_pms_or_booking_engine_integration_or_inability_to_host_data_in_switzerland,No PMS/CRM integration,live_dashboard_demo | 60_day_pilot | pms_crm_integration | reference_switzerland | roi_calculator,,
hotel-hotel-beau-rivage,gm_owner,,4,3,4,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | avoiding_additional_hire,gm_discretionary,increase in direct booking revenue,4,3,2,1,1,1,3000,monthly cost is too high for a 13-room family-managed hotel,1000_2000,manual_management_time | review_reputation_tooling | fragmented_crm_content,Monthly subscription cost that is disproportionate to the hotel's scale (recurring expense too high),Price exceeds budget capacity,reference_switzerland | live_dashboard_demo | 60_day_pilot | pms_crm_integration | roi_calculator,,
hotel-hotel-beau-rivage,commercial_marketing,,4,3,4,2,4,4,5,more_direct_bookings | clearer_weekly_decisions | avoiding_additional_hire,gm_discretionary,increase in direct booking revenue,4,3,2,1,1,1,3000,Too expensive for the scale of our 13-room family-managed property,1000_2000,manual_management_time | agency_spend | fragmented_crm_content,No measurable uplift in direct bookings (or clear path to attribution) within the agreed proof period.,Cannot prove attribution / ROI,90_day_pilot | live_dashboard_demo | reference_switzerland | pms_crm_integration | roi_calculator,,
hotel-hotel-beau-rivage,commercial_marketing,,4,3,4,2,4,5,5,clearer_weekly_decisions | stronger_review_intelligence | faster_content_production,gm_discretionary,increase in direct bookings / direct booking revenue (website bookings),4,3,2,1,1,1,2000,"Affordability for a very small, family-run 13-room property",1000_2000,manual_management_time | fragmented_crm_content | review_reputation_tooling,"No clear, attributable proof of direct-booking uplift or inability to integrate with our booking engine/PMS to attribute results.",No PMS/CRM integration,60_day_pilot | live_dashboard_demo | reference_switzerland | white_glove_onboarding | gdpr_swiss_hosting,,
hotel-hotel-beau-rivage,commercial_marketing,,4,3,4,2,4,5,5,clearer_weekly_decisions | stronger_review_intelligence | faster_content_production,owner_exception,direct booking revenue,3,2,1,1,1,1,2000,"Budget constraints for a 13-room, family-run independent hotel",1000_2000,manual_management_time | fragmented_crm_content,No measurable increase in direct bookings (or a clear path to it) within the agreed proof period,Cannot prove attribution / ROI,60_day_pilot | live_dashboard_demo | reference_switzerland | roi_calculator | gdpr_swiss_hosting,,
hotel-hotel-bellavista-1,gm_owner,,4,4,3,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | avoiding_additional_hire,gm_discretionary,increase in direct booking revenue (or direct booking share),4,3,2,1,1,1,3000,budget constraints for a 31-room independent property,1000_2000,manual_management_time | agency_spend | fragmented_crm_content,No measurable direct bookings uplift within the agreed proof period or inability to integrate/work with our booking flow,Cannot prove attribution / ROI,90_day_pilot | pms_crm_integration | roi_calculator | reference_switzerland | white_glove_onboarding,,
hotel-hotel-bellavista-1,gm_owner,,4,4,4,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | avoiding_additional_hire,gm_discretionary,direct_booking_revenue_or_share,5,4,3,2,2,1,3000,hotel size and limited recurring software budget,1000_2000,manual_management_time | agency_spend | fragmented_crm_content,"No measurable, attributable uplift in direct bookings or inability to integrate/track direct conversions.",Cannot prove attribution / ROI,90_day_pilot | live_dashboard_demo | reference_switzerland | roi_calculator | pms_crm_integration,,
hotel-hotel-bellavista-1,gm_owner,,4,4,4,3,3,5,5,more_direct_bookings | stronger_review_intelligence | clearer_weekly_decisions,gm_discretionary,increase_in_direct_booking_revenue,4,3,2,2,1,1,3000,monthly cost exceeds realistic marketing/operational budget for a 31-room independent premium hotel,1000_2000,manual_management_time | review_reputation_tooling | fragmented_crm_content,"No clear, measurable increase in direct bookings (or an inability to demonstrate that within a short proof window).",Cannot prove attribution / ROI,60_day_pilot | live_dashboard_demo | pms_crm_integration | reference_switzerland | roi_calculator,,
hotel-hotel-bellavista-1,commercial_marketing,,3,4,4,2,3,4,5,clearer_weekly_decisions | stronger_review_intelligence | more_direct_bookings,marketing_software,Direct booking share (direct reservations or direct revenue as % of total room revenue),4,4,3,2,2,1,4000,"Budget constraints for a 31-room, single-property operation — ongoing monthly spend above this is hard to justify",1000_2000,manual_management_time | agency_spend | junior_marketing_hire,No viable integration or attribution path to our booking engine/PMS so the solution cannot demonstrate measurable direct-booking uplift.,No PMS/CRM integration,reference_switzerland | live_dashboard_demo | 60_day_pilot | pms_crm_integration | roi_calculator,,
hotel-hotel-bellavista-1,commercial_marketing,,4,4,4,3,4,5,5,better_compset_intelligence | clearer_weekly_decisions | faster_content_production,marketing_software,Increase in direct bookings (or direct booking revenue),4,4,3,2,1,1,3000,"Budget constraints for a small 31‑room independent property — recurring cost needs to justify clear, short-term commercial impact.",1000_2000,manual_management_time | fragmented_crm_content | review_reputation_tooling,No reliable integration path with our booking/PMS data (or inability to prove direct booking uplift) — without measurable tracking the product cannot justify the spend.,No PMS/CRM integration,60_day_pilot | pms_crm_integration | roi_calculator | reference_switzerland | white_glove_onboarding,,
hotel-hotel-bellavista-1,commercial_marketing,,4,4,4,3,3,5,5,more_direct_bookings | clearer_weekly_decisions | avoiding_additional_hire,marketing_software,increase in direct booking revenue (direct channel),4,4,3,2,1,1,4000,monthly cost exceeds typical small premium alpine hotel budget,1000_2000,manual_management_time | review_reputation_tooling | fragmented_crm_content,No reliable PMS/booking-engine integration or refusal to provide booking data,No PMS/CRM integration,60_day_pilot | live_dashboard_demo | reference_switzerland | pms_crm_integration | gdpr_swiss_hosting,,
hotel-hotel-bellevue-palace,gm_owner,,4,4,4,3,4,5,3,better_compset_intelligence | clearer_weekly_decisions | stronger_review_intelligence,commercial_revenue,increase in direct booking revenue (absolute CHF) / or incremental RevPAR from direct channels,4,4,4,3,2,1,5000,ROI not clearly demonstrated for premium price,2000_3000,agency_spend | review_reputation_tooling | compset_revenue_tooling | manual_management_time,no_pms_integration,No PMS/CRM integration,90_day_pilot | pms_crm_integration | reference_luxury | reference_switzerland | gdpr_swiss_hosting,,
hotel-hotel-bellevue-palace,gm_owner,,4,4,4,3,4,5,4,clearer_weekly_decisions | better_compset_intelligence | stronger_review_intelligence,commercial_revenue,Increase in direct bookings (percentage),5,5,4,3,2,1,5000,Budget vs demonstrable ROI — hard to justify without proven uplift,2000_3000,agency_spend | review_reputation_tooling | compset_revenue_tooling | manual_management_time,Inability to guarantee GDPR/Swiss-compliant hosting and strict data security/privacy for high-profile guests,No GDPR / Swiss data hosting,reference_luxury | reference_switzerland | pms_crm_integration | 60_day_pilot | live_dashboard_demo,,
hotel-hotel-bellevue-palace,gm_owner,,5,4,4,3,3,5,4,better_compset_intelligence | clearer_weekly_decisions | stronger_review_intelligence,commercial_revenue,increase_in_direct_booking_revenue,5,4,4,3,2,1,4000,"cost vs demonstrable, timely ROI",2000_3000,agency_spend | review_reputation_tooling | compset_revenue_tooling | manual_management_time,Unable to integrate with our PMS/booking engine (no booking attribution) or inability to demonstrate measurable uplift in direct bookings/RevPAR within agreed pilot period,No PMS/CRM integration,90_day_pilot | pms_crm_integration | reference_switzerland | reference_luxury | roi_calculator,,
hotel-hotel-bellevue-palace,commercial_marketing,,4,5,4,3,4,5,4,clearer_weekly_decisions | better_compset_intelligence | stronger_review_intelligence,commercial_revenue,increase_in_direct_room_revenue,2,3,4,4,3,2,5000,difficulty justifying recurring cost versus measurable incremental revenue,3000_5000,agency_spend | review_reputation_tooling | compset_revenue_tooling | manual_management_time,No reliable PMS/CRM integration or inability to guarantee Swiss/GDPR-compliant data hosting,No PMS/CRM integration,reference_luxury | pms_crm_integration | reference_switzerland | 60_day_pilot | live_dashboard_demo,,
hotel-hotel-bellevue-palace,commercial_marketing,,4,5,4,3,4,5,4,better_compset_intelligence | clearer_weekly_decisions | stronger_review_intelligence,marketing_software,Direct room revenue (website bookings),5,5,4,3,2,1,5000,Budget approval risk — ROI must be clear for recurring spend at this level,1000_2000,agency_spend | review_reputation_tooling | manual_management_time,No GDPR-compliant Swiss data hosting and inability to integrate securely with our PMS/CRS,No PMS/CRM integration,60_day_pilot | pms_crm_integration | live_dashboard_demo | reference_switzerland | roi_calculator,,
hotel-hotel-bellevue-palace,commercial_marketing,,4,5,4,3,4,5,5,more_direct_bookings | better_compset_intelligence | clearer_weekly_decisions,commercial_revenue,direct_room_revenue,4,5,5,4,3,2,5000,Cost vs. measurable incremental direct revenue — need strong proof of uplift,2000_3000,agency_spend | manual_management_time | review_reputation_tooling,No PMS/CRM integration (inability to ingest booking/reservation data and write recommendations into workflows),No PMS/CRM integration,90_day_pilot | pms_crm_integration | reference_luxury | reference_switzerland | roi_calculator,,
hotel-hotel-belvedere-locarno,gm_owner,,4,4,4,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | avoiding_additional_hire,commercial_revenue,Increase in direct booking revenue (or direct booking conversion rate),4,4,3,2,1,1,3000,Budget constraints for a single-property hotel of this size,1000_2000,agency_spend | review_reputation_tooling | manual_management_time,No reliable integration with our PMS/booking engine (resulting in inability to prove direct booking uplift).,No PMS/CRM integration,60_day_pilot | pms_crm_integration | reference_switzerland | roi_calculator | white_glove_onboarding,,
hotel-hotel-belvedere-locarno,gm_owner,,4,4,4,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | better_compset_intelligence,commercial_revenue,Increase in direct booking revenue,5,4,3,2,1,1,4000,Budget constraints and unclear ROI for that tier,1000_2000,agency_spend | manual_management_time | review_reputation_tooling | compset_revenue_tooling,No integration with our PMS/embedded booking engine (cannot attribute or measure direct bookings uplift),No PMS/CRM integration,60_day_pilot | pms_crm_integration | reference_switzerland | roi_calculator | live_dashboard_demo,,
hotel-hotel-belvedere-locarno,gm_owner,,4,4,4,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | stronger_review_intelligence,commercial_revenue,direct_booking_revenue,5,4,3,2,1,1,4000,budget constraints relative to expected incremental revenue,1000_2000,manual_management_time | agency_spend | review_reputation_tooling,No reliable PMS / booking-engine integration,No PMS/CRM integration,90_day_pilot | pms_crm_integration | reference_switzerland | roi_calculator | live_dashboard_demo,,
hotel-hotel-belvedere-locarno,commercial_marketing,,4,4,4,3,4,5,5,clearer_weekly_decisions | stronger_review_intelligence | better_compset_intelligence,marketing_software,direct_bookings_share_of_total_room_nights,5,4,3,2,2,1,4000,exceeds typical marketing/software budget for a single 90-room property,1000_2000,agency_spend | review_reputation_tooling | manual_management_time,no Swiss/GDPR-compliant data hosting and lack of reliable PMS/CRM integration,No PMS/CRM integration,90_day_pilot | pms_crm_integration | reference_switzerland | live_dashboard_demo | white_glove_onboarding,,
hotel-hotel-belvedere-locarno,commercial_marketing,,4,4,4,3,4,5,5,clearer_weekly_decisions | more_direct_bookings | better_compset_intelligence,marketing_software,increase in direct channel room revenue,4,4,4,3,2,1,4000,exceeds typical marketing software budget for a single-property hotel of this size,2000_3000,agency_spend | manual_management_time | review_reputation_tooling,Failure to demonstrate measurable uplift in direct bookings/revenue within the agreed pilot window (no clear ROI).,Cannot prove attribution / ROI,60_day_pilot | 90_day_pilot | pms_crm_integration | reference_switzerland | roi_calculator,,
hotel-hotel-belvedere-locarno,commercial_marketing,,4,4,4,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | avoiding_additional_hire,marketing_software,direct_booking_revenue,4,5,3,2,1,1,4000,budget constraints for a single-hotel property,1000_2000,agency_spend | manual_management_time | review_reputation_tooling,No reliable PMS/booking-engine integration and inability to guarantee Swiss/GDPR-compliant handling of guest data.,No PMS/CRM integration,pms_crm_integration | reference_switzerland | 60_day_pilot | roi_calculator | gdpr_swiss_hosting,,
hotel-hotel-bristol-2,gm_owner,,4,4,4,3,4,5,5,clearer_weekly_decisions | better_compset_intelligence | more_direct_bookings,commercial_revenue,increase in direct booking revenue,5,4,3,2,1,1,4000,Budget constraints relative to demonstrable short-term ROI,1000_2000,agency_spend | manual_management_time | review_reputation_tooling | compset_revenue_tooling,No measurable uplift in direct bookings/RevPAR within the agreed proof period (no credible performance evidence).,Cannot prove attribution / ROI,60_day_pilot | pms_crm_integration | reference_luxury | reference_switzerland | roi_calculator,,
hotel-hotel-bristol-2,gm_owner,,4,4,4,3,4,5,5,more_direct_bookings | better_compset_intelligence | clearer_weekly_decisions,commercial_revenue,Increase in monthly direct booking revenue (share of direct channel),4,4,3,2,2,1,4000,"Budget constraints vs incremental ROI — hard to justify higher ongoing SaaS fees without clear, fast revenue uplift",1000_2000,manual_management_time | agency_spend | review_reputation_tooling | compset_revenue_tooling | fragmented_crm_content,"No reliable PMS/CRM and booking-engine integration (unable to connect to our systems and produce trustworthy, action-ready data).",No PMS/CRM integration,pms_crm_integration | 60_day_pilot | live_dashboard_demo | reference_switzerland | reference_luxury,,
hotel-hotel-bristol-2,gm_owner,,4,5,4,3,4,5,5,more_direct_bookings | better_compset_intelligence | clearer_weekly_decisions,commercial_revenue,Increase in direct booking revenue share (%),4,4,3,2,2,1,4000,Cost versus proven ROI for hospitality tech at this price point,1000_2000,agency_spend | manual_management_time | review_reputation_tooling | compset_revenue_tooling,No proven integration with our PMS/booking engine or inability to demonstrate measurable uplift in direct bookings during the pilot.,No PMS/CRM integration,60_day_pilot | pms_crm_integration | reference_switzerland | reference_luxury | gdpr_swiss_hosting,,
hotel-hotel-bristol-2,commercial_marketing,,4,4,3,3,4,5,4,clearer_weekly_decisions | better_compset_intelligence | stronger_review_intelligence,commercial_revenue,direct_bookings (number of room nights booked via hotel website),5,4,3,2,1,1,4000,"Budget constraints — hard to justify a high ongoing software fee without clear, fast revenue impact.",1000_2000,agency_spend | manual_management_time | review_reputation_tooling,No reliable integration with our PMS/booking engine (inability to ingest booking and traffic data) — without this we cannot validate uplift.,No PMS/CRM integration,pms_crm_integration | reference_switzerland | 60_day_pilot | live_dashboard_demo | roi_calculator,,
hotel-hotel-bristol-2,commercial_marketing,,4,5,4,3,4,5,5,more_direct_bookings | better_compset_intelligence | clearer_weekly_decisions,marketing_software,Increase in direct booking revenue share (absolute % of room revenue) or uplift in RevPAR,4,5,4,3,2,1,4000,Budget prioritisation vs unproven ROI at this level for a single-property commercial tool,1000_2000,agency_spend | manual_management_time | review_reputation_tooling,No reliable integration with our PMS/booking engine preventing accurate direct booking attribution.,No PMS/CRM integration,60_day_pilot | pms_crm_integration | reference_switzerland | reference_luxury | roi_calculator,,
hotel-hotel-bristol-2,commercial_marketing,,5,4,4,3,4,5,5,clearer_weekly_decisions | stronger_review_intelligence | better_compset_intelligence,marketing_software,Increase in direct bookings (website room nights),5,4,3,2,2,1,4000,Budget constraints and competing priorities for investments,1000_2000,manual_management_time | agency_spend | review_reputation_tooling,No secure Swiss-hosted PMS/booking-engine integration or unresolved data-privacy assurances,No PMS/CRM integration,90_day_pilot | pms_crm_integration | gdpr_swiss_hosting | reference_switzerland | roi_calculator,,
hotel-hotel-cailler,gm_owner,,4,4,4,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | stronger_review_intelligence,commercial_revenue,increase_in_direct_room_revenue_percentage,4,4,3,2,2,1,4000,budget_constraints_for_small_premium_hotel,1000_2000,agency_spend | manual_management_time | review_reputation_tooling,no_pms_or_booking_engine_integration,No PMS/CRM integration,60_day_pilot | pms_crm_integration | reference_switzerland | live_dashboard_demo | gdpr_swiss_hosting,,
hotel-hotel-cailler,gm_owner,,4,4,4,3,3,5,5,clearer_weekly_decisions | better_compset_intelligence | stronger_review_intelligence,commercial_revenue,increase_in_direct_bookings_percentage,5,4,3,2,1,1,3000,budget constraints for a single-hotel operation,1000_2000,agency_spend | manual_management_time | review_reputation_tooling,No PMS/booking-engine integration and therefore no reliable ability to attribute or prove an uplift in direct bookings.,No PMS/CRM integration,60_day_pilot | pms_crm_integration | reference_switzerland | live_dashboard_demo | white_glove_onboarding,,
hotel-hotel-cailler,gm_owner,,5,4,4,3,4,5,5,clearer_weekly_decisions | stronger_review_intelligence | better_compset_intelligence,commercial_revenue,increase in direct booking revenue / share (absolute CHF and % share),5,4,3,2,1,1,3000,recurring cost becomes difficult to justify against current small-team budgets and existing tools,1000_2000,manual_management_time | review_reputation_tooling | agency_spend,"No demonstrable, measurable uplift in direct bookings/revenue within the agreed trial period (i.e., failure to prove ROI).",Cannot prove attribution / ROI,90_day_pilot | reference_switzerland | reference_luxury | pms_crm_integration | gdpr_swiss_hosting,,
hotel-hotel-cailler,commercial_marketing,,4,4,4,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | stronger_review_intelligence,marketing_software,increase in direct booking revenue (CHF),4,4,3,2,2,1,4000,budget constraints for a single-property hotel — ROI would need to be proven,1000_2000,agency_spend | manual_management_time | review_reputation_tooling,"Inability to integrate with our PMS/booking engine (no reliable data feed for bookings, rates and attribution).",No PMS/CRM integration,60_day_pilot | reference_switzerland | pms_crm_integration | roi_calculator | live_dashboard_demo,,
hotel-hotel-cailler,commercial_marketing,,4,4,4,3,4,5,5,clearer_weekly_decisions | stronger_review_intelligence | faster_content_production,marketing_software,direct_booking_revenue,5,4,3,2,1,1,4000,single-property budget constraints — recurring software at that level is hard to justify,1000_2000,agency_spend | review_reputation_tooling | manual_management_time,Failure to demonstrate measurable direct-booking uplift (financial ROI) within the agreed proof period,Cannot prove attribution / ROI,90_day_pilot | reference_switzerland | pms_crm_integration | live_dashboard_demo | roi_calculator,,
hotel-hotel-cailler,commercial_marketing,,4,4,4,3,4,5,5,better_compset_intelligence | clearer_weekly_decisions | stronger_review_intelligence,marketing_software,Increase in direct booking revenue (website bookings / direct channel revenue),4,4,3,2,2,1,3000,Limited recurring marketing/software budget for a 63-room independent hotel,1000_2000,agency_spend | manual_management_time | review_reputation_tooling,No reliable PMS/CRM integration and lack of credible Swiss references demonstrating measurable direct revenue uplift.,No PMS/CRM integration,90_day_pilot | pms_crm_integration | reference_switzerland | live_dashboard_demo | roi_calculator,,
hotel-hotel-chateau-douchy,gm_owner,,4,4,3,3,3,4,5,more_direct_bookings | better_compset_intelligence | clearer_weekly_decisions,commercial_revenue,increase in direct channel room revenue (CHF),5,4,3,2,1,1,3000,budget constraints for a 50-room independent luxury hotel,1000_2000,manual_management_time | agency_spend | review_reputation_tooling,No reliable integration with our PMS/booking engine and inability to prove direct revenue attribution,No PMS/CRM integration,60_day_pilot | pms_crm_integration | reference_switzerland | reference_luxury | roi_calculator,,
hotel-hotel-chateau-douchy,gm_owner,,4,4,4,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | avoiding_additional_hire,marketing_software,increase in direct room revenue,4,5,4,3,2,1,5000,Budget constraints for a 50-room property; ongoing subscription at this level is hard to justify,1000_2000,manual_management_time | agency_spend | review_reputation_tooling,"No measurable uplift in direct bookings/direct room revenue within the agreed proof period (i.e., inability to prove commercial impact)",Cannot prove attribution / ROI,90_day_pilot | pms_crm_integration | reference_luxury | reference_switzerland | roi_calculator,,
hotel-hotel-chateau-douchy,gm_owner,,4,4,3,3,4,5,5,clearer_weekly_decisions | better_compset_intelligence | more_direct_bookings,commercial_revenue,direct_booking_revenue,4,3,3,2,2,1,4000,budget constraints for a 50-room property,1000_2000,manual_management_time | agency_spend | review_reputation_tooling | fragmented_crm_content,No Swiss/GDPR-compliant hosting or inability to integrate with our PMS/CRM,No PMS/CRM integration,60_day_pilot | pms_crm_integration | reference_switzerland | roi_calculator | white_glove_onboarding,,
hotel-hotel-chateau-douchy,commercial_marketing,,4,4,4,3,4,5,5,more_direct_bookings | clearer_weekly_decisions | better_compset_intelligence,commercial_revenue,direct booking revenue (share of total room revenue via direct channels),4,5,4,3,2,1,4000,budget constraints for a single-hotel operation of this size,1000_2000,manual_management_time | agency_spend | review_reputation_tooling | fragmented_crm_content,No measurable uplift in direct bookings (or closely related commercial KPI) within the agreed proof period.,Cannot prove attribution / ROI,90_day_pilot | reference_switzerland | pms_crm_integration | roi_calculator | live_dashboard_demo,,
