hotel_slug,hotel_name,location,stars,rooms,adr_chf,segment,revenue_proxy_chf,priority_score,buy_3k,buy_5k,delay_12m,price_band,primary_wedge,primary_blocker,deal_killer,deal_killer_raw,outreach_angle,gm_confidence,gm_buy_3k,gm_buy_5k,gm_wedge,gm_blocker,cm_confidence,cm_buy_3k,cm_buy_5k,cm_wedge,cm_blocker,disagreements,proof_package
hotel-city-hotel-ochsen-zug,City-Hotel Ochsen Zug,Zug,4,42,387.94,upper_upscale,4044042,38,33,10,62,1000_2000,"Turnkey PMS/BE integration that auto-generates a weekly commercial action list (pricing/parity/content) and ties review themes to tasks, proving an 8–10% direct-booking uplift with minimal team time.",Integration/data reliability plus owner risk-aversion on recurring spend and proof of uplift.,No PMS/CRM integration,No reliable PMS/booking-engine integration and attribution to prove uplift.,"Lead with integration certainty and proof mechanics: 1) confirm PMS/booking-engine adapters and show a live dashboard demo with Swiss references; 2) propose a 90-day proof-of-value (not just 60) with Swiss/GDPR hosting, monthly opt-out, and a clear success plan (target +8–10% direct revenue, stable ADR, parity compliance); 3) deliver a weekly decision pack (top 5 actions) and DE/EN content snippets; 4) close with performance-aligned pricing options after the pilot. Keep budget in the CHF 1–2k/month band and position it as replacing agency time/manual management rather than net-new spend.",high,30,10,"Turnkey PMS/BE integration that auto-generates a weekly commercial action list (pricing/parity/content) and ties review themes to tasks, proving an 8–10% direct-booking uplift with minimal team time.",Integration/data reliability plus owner risk-aversion on recurring spend and proof of uplift.,high,35,10,"Offer a 60-day, Swiss-hosted pilot tied to a clear KPI (direct booking revenue or website conversion), show 1–2 comparable Swiss references, and start with read-only PMS/BE data to minimize integration friction; deliver a weekly action board (pricing/compset + DE/EN content tasks) with white-glove onboarding.","Owner risk aversion requiring Swiss references and strict data-hosting terms, plus hidden integration fees/time with the PMS/channel manager.","deal_killer: GM=""No reliable PMS/booking-engine integration and attribution to prove uplift."" vs CM=""No workable PMS/booking-engine or channel-manager integration AND no credible Swiss reference proving measurable uplift within a short pilot.""",reference_switzerland | pms_crm_integration | live_dashboard_demo | 60_day_pilot | gdpr_swiss_hosting
hotel-hotel-coeur-des-alpes,Hotel Coeur des Alpes,Zermatt,4,22,838.89,luxury,4580675,38,30,10,68,1000_2000,"Seasonality-adjusted 90-day pilot with PMS/booking data integration proving +10% direct share and 5+ hours per week time saved, backed by Swiss hosting and nearby luxury references.","No current direct-booking infrastructure/attribution and owner hesitancy to approve a CHF 3k+ recurring SaaS without fast, verifiable ROI.",Cannot prove attribution / ROI,No measurable improvement in direct bookings (or no reliable attribution to show impact) within the agreed proof period.,"Propose a shoulder-season, Swiss-hosted 60–90 day pilot at CHF 1.5–2k/month focused first on instrumentation (PMS/booking engine integration + tracking), then weekly action checklists and multilingual content. Commit to a 10% direct-revenue uplift target with a free extension if not met, provide 2–3 Swiss luxury references, include a clear ROI calculator, monthly opt-out, and white-glove onboarding. Sequence: Week 1–2 data/attribution setup; Week 3–4 content/offers live; Weeks 5–12 weekly actions and reporting to owner.",medium,30,8,Time-saving weekly commercial action engine with PMS-integrated attribution to grow direct share without adding headcount.,"No current direct-booking infrastructure/attribution and owner hesitancy to approve a CHF 3k+ recurring SaaS without fast, verifiable ROI.",medium,30,12,"Seasonality-adjusted 90-day pilot with PMS/booking data integration proving +10% direct share and 5+ hours per week time saved, backed by Swiss hosting and nearby luxury references.",Owner conservatism toward recurring SaaS and insistence on provable PMS-integrated ROI; integration friction and unclear direct-booking flow.,"deal_killer: GM=""No measurable improvement in direct bookings (or no reliable attribution to show impact) within the agreed proof period."" vs CM=""No integration or verifiable reporting from PMS/booking data to attribute and prove direct-booking impact.""",pms_crm_integration | gdpr_swiss_hosting | reference_luxury | reference_switzerland | 60_day_pilot
hotel-hotel-piz-buin,Hotel Piz Buin,Klosters,4,53,314.59,upper_upscale,4138306,38,34,12,65,1000_2000,"Time-boxed 60-day, Swiss-hosted pilot aligned to shoulder season delivering weekly prioritized actions that replace agency/manual work and prove +direct revenue attribution without disrupting peak operations.",Owner-level conservatism on recurring OPEX and skepticism about ROI attribution for direct-booking uplift.,No Swiss reference customers,"No demonstrable, attributable uplift in direct bookings/revenue within the agreed proof window.","Propose a 90-day performance-linked pilot scheduled post-peak (spring/autumn): Swiss/GDPR hosting, two local alpine references, full PMS/booking-engine integration, white-glove onboarding, weekly DE/EN action plan, and monthly opt-out. Price the pilot in the CHF 1.5–2k band with a step-up only after achieving a ≥10% direct-booking revenue uplift verified by shared attribution and ROI calculator.",medium,35,12,"A 90-day, Swiss-hosted pilot at CHF 1.5–2k/month tied to a direct-booking KPI, with PMS/booking-engine integration and a weekly DE/EN decision dashboard that demonstrably saves time and reduces agency/OTA dependence.",Owner-level conservatism on recurring OPEX and skepticism about ROI attribution for direct-booking uplift.,medium,32,12,"Time-boxed 60-day, Swiss-hosted pilot aligned to shoulder season delivering weekly prioritized actions that replace agency/manual work and prove +direct revenue attribution without disrupting peak operations.",Owner risk aversion to recurring opex without audited attribution and strong Swiss/luxury references; potential PMS/booking-engine integration delays/costs.,"deal_killer: GM=""No demonstrable, attributable uplift in direct bookings/revenue within the agreed proof window."" vs CM=""No reliable PMS/booking-engine integration or export path to attribute direct revenue and automate data flow.""",pms_crm_integration | gdpr_swiss_hosting | reference_switzerland | 90_day_pilot | roi_calculator
hotel-neues-schloss-privat-hotel-zuerich,Neues Schloss Privat Hotel Zürich,Zürich,5,57,524.86,luxury,7425404,38,28,10,70,1000_2000,"Attribution-first 60-day pilot with PMS/CRS integration delivering a weekly, owner-ready action plan for a small team.","Owner approval for a recurring fee without clean, attributable direct revenue proof—compounded by PMS/BE integration friction and existing agency contracts.",No PMS/CRM integration,No clean way to integrate with PMS/booking engine and attribute direct revenue impact during the pilot window.,"Lead with a low-friction, Swiss-hosted 60-day pilot in the CHF 1–2k band focused on proving attribution first, then uplift: 1) fast read-only PMS/BE + GA4 integration and DPA upfront; 2) live dashboard with weekly action list and expected revenue impact; 3) Zurich/Suisse luxury references; 4) monthly opt-out and clear success criteria (e.g., +10% direct share vs baseline). Avoid heavy claims; promise brand-safe, multilingual content with human QA and no change to existing RM policies unless approved.",medium,30,10,"A 2-phase, Swiss-hosted pilot: Phase 1 (≤30 days) set up PMS/BE read-only attribution, GA4 + metas tracking, and a baseline; Phase 2 (60 days) deliver weekly, prioritized actions (rate moves, parity fixes, targeted content) with a clear ROI dashboard tied to direct share—monthly opt-out, Swiss luxury references, and white-glove onboarding.","Owner approval for a recurring fee without clean, attributable direct revenue proof—compounded by PMS/BE integration friction and existing agency contracts.",medium,25,10,"Attribution-first 60-day pilot with PMS/CRS integration delivering a weekly, owner-ready action plan for a small team.",No current direct-booking channel and/or missing PMS/booking-engine integration to prove ROI.,"deal_killer: GM=""No clean way to integrate with PMS/booking engine and attribute direct revenue impact during the pilot window."" vs CM=""No PMS/booking‑engine integration and no credible direct-booking attribution path.""",60_day_pilot | pms_crm_integration | gdpr_swiss_hosting | reference_switzerland | roi_calculator
hotel-schweizerhof-flims-romantik-hotel,"Schweizerhof Flims, Romantik Hotel",Flims Waldhaus,4,48,320.29,upper_upscale,3815807,38,37,14,68,1000_2000,"A low-friction, 60-day pilot that delivers weekly, prioritized actions and measurable direct-attribution gains while replacing fragmented agency/manual work.","Finance/controller pushback on ROI attribution and data privacy (Swiss hosting, DPA), plus limited onboarding bandwidth.",No Swiss reference customers,"No credible, demonstrable proof of increased direct bookings/revenue within a short, controlled trial.","Propose a Swiss‑hosted, PMS/booking‑engine‑integrated 90‑day pilot starting in shoulder season. Pre‑agree success metrics and attribution (baseline, tagging, cohort design) to measure direct‑booking revenue and channel mix. Include white‑glove onboarding, a weekly ‘do-this-next’ action list, and 2 Swiss alpine references. Offer monthly opt‑out after pilot and an ROI calculator tied to their ADR/occupancy to ease finance approval.",medium,44,18,"Weekly, PMS‑integrated ‘data‑to‑actions’ plan that a small team can execute, paired with Swiss‑hosted pilot proving a measurable lift in direct bookings.","Finance/controller pushback on ROI attribution and data privacy (Swiss hosting, DPA), plus limited onboarding bandwidth.",medium,30,10,"A low-friction, 60-day pilot that delivers weekly, prioritized actions and measurable direct-attribution gains while replacing fragmented agency/manual work.","Owner skepticism about recurring SaaS cost relative to small inventory and seasonal revenue, amplified by integration/privacy hurdles and budgeting cadence.","deal_killer: GM=""No credible, demonstrable proof of increased direct bookings/revenue within a short, controlled trial."" vs CM=""Cannot demonstrate measurable uplift in direct bookings or revenue within a short pilot period.""",pms_crm_integration | gdpr_swiss_hosting | reference_switzerland | roi_calculator | 90_day_pilot
hotel-swiss-diamond-boutique-hotel-la-romantica,Swiss Diamond Boutique Hotel La Romantica,Melide,5,26,536.27,luxury,3460658,38,37,15,65,1000_2000,"Start with a 60–90 day pilot delivering a weekly owner-ready action list that replaces manual spreadsheets and shows a measured +8–12% direct revenue lift, backed by compset and review intelligence.","Owner aversion to recurring spend without a proven Swiss luxury reference, plus potential PMS/booking-engine API fees and integration delays.",No PMS/CRM integration,No reliable PMS/booking engine integration (no data feed).,"Propose a 60-day performance-linked pilot scheduled for shoulder season: commit to a ≥10% direct revenue uplift target or partial rebate, include Swiss/GDPR hosting with a signed DPA, and handle PMS/BE integration end-to-end with a clear timeline and a hard cap on any third-party/API fees. Deliver a weekly 1-page action board (pricing moves, segments, offers) and two DE/IT/FR/EN luxury-tone campaigns. Open with a Swiss luxury boutique reference and a live dashboard demo. Price the post-pilot plan in the CHF 1–2k band with monthly opt-out; keep CHF 3k+ only if white-glove is required and performance terms are accepted. Involve the owner on the first call to align on proof, risk, and total cost of ownership.",medium,34,15,"Performance-linked 60-day pilot in shoulder season with PMS integration, Swiss hosting, and a Swiss luxury reference, delivering a weekly 1-page action list and ready-to-send multilingual campaign assets.","Owner aversion to recurring spend without a proven Swiss luxury reference, plus potential PMS/booking-engine API fees and integration delays.",medium,40,15,"Start with a 60–90 day pilot delivering a weekly owner-ready action list that replaces manual spreadsheets and shows a measured +8–12% direct revenue lift, backed by compset and review intelligence.",Owner veto driven by skepticism on ROI attribution and aversion to recurring SaaS; compounded by integration/Swiss-hosting due diligence.,"deal_killer: GM=""No reliable PMS/booking engine integration (no data feed)."" vs CM=""No reliable direct-booking attribution due to missing PMS/booking-engine integration and/or inability to meet Swiss/EU GDPR hosting requirements.""",60_day_pilot | pms_crm_integration | reference_switzerland | gdpr_swiss_hosting | white_glove_onboarding
hotel-europe-hotel-spa,Europe Hotel & Spa,Zermatt,4,37,643.03,upper_upscale,5905202,37,26,9,70,1000_2000,"ROI-tied 60-day pilot focused on direct-booking attribution (PMS/booking engine integration) plus a weekly action plan, delivered with Swiss hosting.","Lack of direct-booking infrastructure/integration, making ROI attribution to direct bookings hard and risking owner rejection of a recurring fee.",No PMS/CRM integration,Inability to prove ROI due to no reliable integration or acceptable proxy measurement of direct/ancillary uplift within the pilot window.,"Propose a Swiss-hosted, 90-day shoulder-season pilot priced in the CHF 1–2k band, focused first on time-saving weekly actions, review/compset intelligence, and multilingual offer content. Commit white-glove onboarding (<=10 hours, 1 hour/week cadence) and avoid heavy integrations at start: measure impact via agreed proxies (OTA share shift, tracked offer codes on the website/emails, call/email quote tracking, and spa/restaurant upsell conversions). Present 2–3 Swiss alpine references and a simple ROI calculator. Include a performance-linked path: if proxy KPIs are met, scale to CHF 3k and proceed with PMS/booking-engine integration; if not, monthly opt-out. Involve the owner in kickoff to align on data residency (Swiss/GDPR) and success metrics.",low,22,7,"Small-team time savings via weekly, prioritized commercial actions with measurable OTA-to-direct shift using proxy metrics before full PMS/engine integration.","Lack of direct-booking infrastructure/integration, making ROI attribution to direct bookings hard and risking owner rejection of a recurring fee.",medium,30,10,"ROI-tied 60-day pilot focused on direct-booking attribution (PMS/booking engine integration) plus a weekly action plan, delivered with Swiss hosting.",No direct-booking infrastructure/attribution today and Owner resistance to a recurring CHF 3k+ subscription.,"deal_killer: GM=""Inability to prove ROI due to no reliable integration or acceptable proxy measurement of direct/ancillary uplift within the pilot window."" vs CM=""No measurable increase in direct bookings / unclear, provable ROI within the promised pilot period (or inability to integrate with booking/PMS).""",pms_crm_integration | reference_switzerland | gdpr_swiss_hosting | live_dashboard_demo | 90_day_pilot
hotel-hotel-eden-spiez,Hotel Eden Spiez,Spiez,4,45,383.86,upper_upscale,4098185,37,30,11,65,1000_2000,"Low-risk 60-day pilot tied to direct booking share uplift, delivering a weekly action plan and DE/EN/IT content automation, with Swiss hosting and capped integration effort.",Attribution credibility under seasonality plus PMS/booking-engine integration gates/fees; owner/accountant likely to require hard proof before any recurring commitment.,No PMS/CRM integration,"Inability to integrate PMS/booking engine for reliable attribution, preventing proof of direct-revenue uplift.","Propose a Swiss-hosted, GDPR-compliant 60-day pilot starting in a shoulder month. Phase 1: integrate PMS/booking engine and establish a like-for-like baseline; show a live dashboard within 2 weeks. Phase 2: deliver one prioritized weekly action list (we draft DE/EN/IT offer copy and review-response templates) and compset alerts; target an 8–10% direct-revenue trajectory with clear attribution rules. Terms: monthly opt-out, no lock-in; pilot priced in their realistic band; convert to 3k/month only if agreed KPIs are met. Provide 1–2 Swiss reference calls, an ROI calculator aligned to net-of-OTA commission savings, and white-glove onboarding to keep team time under 2 hours/week.",medium,30,12,"Low-risk, Swiss-hosted 60–90 day pilot tied to PMS/booking-engine attribution that replaces manual spreadsheets with a single weekly action list and shows a clear direct-revenue trajectory.",Attribution credibility under seasonality plus PMS/booking-engine integration gates/fees; owner/accountant likely to require hard proof before any recurring commitment.,medium,30,10,"Low-risk 60-day pilot tied to direct booking share uplift, delivering a weekly action plan and DE/EN/IT content automation, with Swiss hosting and capped integration effort.",Owner resistance to ongoing SaaS spend combined with PMS/booking engine integration complexity/costs.,"deal_killer: GM=""Inability to integrate PMS/booking engine for reliable attribution, preventing proof of direct-revenue uplift."" vs CM=""No reliable PMS/booking-engine integration with attribution.""",60_day_pilot | pms_crm_integration | gdpr_swiss_hosting | reference_switzerland | roi_calculator
hotel-hotel-eden-wellness,Hotel Eden Wellness,Zermatt,4,30,558.27,upper_upscale,4156878,37,31,11,65,1000_2000,Weekly small-team action engine with DE/EN content automation and clear direct-booking attribution (saves 8–10h/week).,attribution_measurability,No PMS/CRM integration,No measurable uplift in direct bookings (or inability to attribute impact due to missing PMS/booking-engine integration).,"Propose a shoulder-season 90-day pilot focused on a weekly action digest + review intelligence, with full PMS/booking-engine integration and Swiss/GDPR hosting. Commit to an attribution plan (baseline period, unique promo/landing pages, compset/seasonality controls) and a light performance kicker, plus monthly opt-out after pilot. Provide a Zermatt/Swiss wellness reference and a live dashboard demo upfront, and deliver white-glove onboarding so the GM can execute 1–3 actions per week without extra headcount.",medium,40,15,clearer_weekly_decisions,attribution_measurability,medium,22,7,Weekly small-team action engine with DE/EN content automation and clear direct-booking attribution (saves 8–10h/week).,Owner gatekeeping on recurring OPEX and skepticism about absolute CHF ROI; potential integration delays with PMS/booking engine.,"deal_killer: GM=""No measurable uplift in direct bookings (or inability to attribute impact due to missing PMS/booking-engine integration)."" vs CM=""Inability to integrate with PMS/booking engine and credibly attribute a measurable uplift in direct bookings/revenue within a short pilot window.""",90_day_pilot | pms_crm_integration | reference_switzerland | gdpr_swiss_hosting | live_dashboard_demo
hotel-reka-ferienanlage-chesa-engiadina-madulain,Reka-Ferienanlage Chesa Engiadina Madulain,Madulain,4,16,2249,luxury,8931229,37,26,7,70,1000_2000,"Time-saving weekly commercial action plan + DE/EN/IT content packs for families and cyclists, tied to simple, provable KPIs and Swiss references; minimal lift for a 1–2 person team.",Owner/REKA central signoff plus attribution skepticism for a tiny inventory (seasonality and small sample sizes).,If uplift in direct bookings/revenue cannot be measured and credibly attributed within the pilot window.,If uplift in direct bookings/revenue cannot be measured and credibly attributed within the pilot window.,"Propose a Swiss-hosted 60-day pilot at CHF 1.5k/month with monthly opt-out. Set a single proof metric: +10% direct booking revenue or +10pp direct share, with a clear attribution plan (booking-engine export, tagged offers, and control periods). Provide white-glove onboarding, prebuilt DE/EN/IT templates, and a weekly 30-minute check-in that delivers a 6–8 item action list. Share a comparable Swiss reference and a simple ROI calculator tailored to 16 units and seasonality. Time onboarding for post-peak to reduce operational risk; line up REKA owner rep early for signoff.",low,22,6,"Performance-tied, Swiss-hosted 60-day pilot that outputs a concise weekly action list and multilingual content, with clean direct-booking attribution and minimal integration.",Owner/REKA central signoff plus attribution skepticism for a tiny inventory (seasonality and small sample sizes).,low,30,8,"Time-saving weekly commercial action plan + DE/EN/IT content packs for families and cyclists, tied to simple, provable KPIs and Swiss references; minimal lift for a 1–2 person team.",REKA central procurement/finance gatekeeping combined with difficulty proving attribution at low volumes.,"deal_killer: GM=""If uplift in direct bookings/revenue cannot be measured and credibly attributed within the pilot window."" vs CM=""No demonstrable, attributed uplift in direct bookings within the agreed pilot window (and/or failed PMS/booking-engine integration).""",roi_calculator | reference_switzerland | gdpr_swiss_hosting | pms_crm_integration | 60_day_pilot
hotel-chalet-silvretta-hotel-spa,Chalet Silvretta Hotel & Spa,Samnaun Dorf,4,32,414.83,upper_upscale,3294746,36,36,14,68,1000_2000,A weekly decision engine that turns scattered signals into a 1-page action plan and ready-to-publish DE/EN/IT content—avoiding the need to add headcount.,"Owner approval hinging on airtight attribution and absolute-CHF ROI proof, plus potential PMS/booking-engine integration delays.",No PMS/CRM integration,No measurable direct booking revenue uplift within the agreed pilot or inability to integrate with PMS/booking engine for reliable attribution.,"Propose a Swiss-hosted, PMS-integrated 60–90 day pre-season pilot focused on lifting direct booking revenue with absolute CHF reporting. Keep onboarding under 6 hours, deliver a weekly 1–3 item action list (pricing/compset and DE/EN/IT content), and include a performance credit if agreed uplift isn’t met. Provide two Swiss alpine references, clear data-processing terms (GDPR/Swiss hosting), monthly opt-out during pilot, and an annual discount if converted.",medium,32,16,"Swiss-hosted, PMS-integrated 60–90 day pilot timed pre-season that delivers 1–3 weekly actions and reports absolute CHF uplift in direct bookings, with a performance credit if targets aren’t met.","Owner approval hinging on airtight attribution and absolute-CHF ROI proof, plus potential PMS/booking-engine integration delays.",medium,40,12,A weekly decision engine that turns scattered signals into a 1-page action plan and ready-to-publish DE/EN/IT content—avoiding the need to add headcount.,"Owner’s attribution skepticism in a highly seasonal market, plus reluctance to add a recurring SaaS line item without Swiss references and airtight ROI proof.","deal_killer: GM=""No measurable direct booking revenue uplift within the agreed pilot or inability to integrate with PMS/booking engine for reliable attribution."" vs CM=""Failure to prove a clear, attributable increase in direct bookings/revenue within the agreed pilot window.""",60_day_pilot | pms_crm_integration | reference_switzerland | live_dashboard_demo | gdpr_swiss_hosting
hotel-hotel-aristella-swissflair,Hotel Aristella swissflair,Zermatt,4,28,530.56,upper_upscale,3687180,36,33,12,68,1000_2000,Turn scattered data into a single weekly commercial action plan and auto‑generate multilingual content so a 28‑room team avoids hiring while lifting shoulder‑season direct revenue.,"Owner’s requirement for multi-season, auditable net profit proof plus legal/privacy review before committing to recurring fees.",Cannot prove attribution / ROI,No measurable increase in direct bookings/revenue within the agreed pilot window.,"Propose a Swiss-hosted, GDPR-compliant 90-day pilot starting in the next shoulder season. Include PMS/booking-engine integration at no extra cost, a baseline + ROI calculator, and weekly action plans the team can execute in under 1 hour. Price in the CHF 1.5–2k/mo band with monthly opt-out and a small performance kicker tied to direct revenue. Bring two Swiss alpine references and a live dashboard demo. Commit to minimal staff time, no disruption to booking flow, and deliverables: +8–10 pp direct share or ~10% direct revenue uplift, prioritized review insights, and multilingual (DE/EN/IT) content ready to deploy.",medium,35,12,"Swiss-hosted, integration-included 90-day pilot with ROI calculator and two Swiss alpine references, timed post-peak.","Owner’s requirement for multi-season, auditable net profit proof plus legal/privacy review before committing to recurring fees.",medium,31,12,Turn scattered data into a single weekly commercial action plan and auto‑generate multilingual content so a 28‑room team avoids hiring while lifting shoulder‑season direct revenue.,PMS/booking‑engine integration and attribution credibility (Owner will not approve without reliable data flows and proof).,"deal_killer: GM=""No measurable increase in direct bookings/revenue within the agreed pilot window."" vs CM=""Unreliable PMS/booking‑engine integration that prevents trustworthy attribution and measurement of direct booking uplift.""",60_day_pilot | pms_crm_integration | reference_switzerland | gdpr_swiss_hosting | 90_day_pilot
hotel-hotel-les-armures,Hôtel Les Armures,Genève,5,32,467.81,luxury,3715534,36,34,13,68,1000_2000,"A Swiss‑hosted, 90‑day pilot proving +8–10% direct revenue uplift with booking‑level attribution, delivering a weekly GM-ready action list and multilingual brand‑safe content—positioned as replacing part of agency/time spend.",Integration and attribution credibility (owner/finance skepticism that uplift can be cleanly tied to the platform).,No PMS/CRM integration,No reliable PMS/booking‑engine integration with Swiss/GDPR‑compliant hosting that enables credible revenue attribution.,"Propose a Swiss‑hosted, white‑glove 60–90 day pilot focused on a 5–10% direct revenue lift, starting post‑peak dates. Lead with a live dashboard demo using their public data, then offer rapid PMS/BE integration, strict brand/approval guardrails (no auto‑publish), and a weekly GM summary with 5–7 prioritized actions. Include Geneva luxury references, on‑site kickoff, and a performance credit if KPIs aren’t met. Position budget in the CHF 1.5–2k range during pilot by reallocating agency tasks; scale to CHF ~3k only after proven attribution.",medium,27,10,"A Swiss‑hosted, white‑glove pilot that turns scattered data into a boutique‑appropriate weekly action list and measurably lifts direct revenue while replacing patchwork agency/manual effort.",Integration and attribution credibility (owner/finance skepticism that uplift can be cleanly tied to the platform).,medium,40,15,"A Swiss‑hosted, 90‑day pilot proving +8–10% direct revenue uplift with booking‑level attribution, delivering a weekly GM-ready action list and multilingual brand‑safe content—positioned as replacing part of agency/time spend.","Owner/GM insist on Swiss luxury references, strict data/privacy and brand‑tone controls, and proof of direct‑booking attribution before approving any recurring spend; procurement/legal can add multi‑month delays.","deal_killer: GM=""No reliable PMS/booking‑engine integration with Swiss/GDPR‑compliant hosting that enables credible revenue attribution."" vs CM=""No credible, verifiable proof of direct‑booking uplift or refusal to run a short pilot with booking‑level attribution.""",90_day_pilot | pms_crm_integration | gdpr_swiss_hosting | reference_switzerland | 60_day_pilot
hotel-hotel-palafitte,Hôtel Palafitte,Neuchâtel,5,38,292.58,luxury,2759498,36,39,16,65,1000_2000,"Deliver a Swiss-hosted, fully integrated 60-day pilot that auto-prioritizes weekly actions (reviews + compset + content) and proves incremental direct revenue with clear attribution.","Attribution credibility and PMS/IBE integration delays, combined with Owner aversion to new recurring subscriptions.",No PMS/CRM integration,No reliable PMS/booking-engine integration and inability to demonstrate direct-booking uplift during the pilot.,"Lead with a live dashboard demo and a Swiss luxury reference, then propose a 90-day, Swiss-hosted pilot in shoulder season. Commit to PMS/IBE integration and a pre-agreed attribution plan (last-click + assisted model, control periods, and baseline mix). Provide white-glove onboarding, coordinate with their agency for brand-safe FR/EN copy, and include performance-linked pricing or a monthly opt-out. Close with an ROI calculator translating a 7–10% direct uplift into CHF and reduced agency/OPS time.",medium,35,12,"Pilot anchored on weekly ‘data-to-actions’ that reduce small-team workload, with deterministic PMS/IBE attribution to measurable direct-revenue lift.","Attribution credibility and PMS/IBE integration delays, combined with Owner aversion to new recurring subscriptions.",medium,42,20,"Deliver a Swiss-hosted, fully integrated 60-day pilot that auto-prioritizes weekly actions (reviews + compset + content) and proves incremental direct revenue with clear attribution.",Owner/CFO insist on provable ROI and compliant data terms; PMS/BE integration complexity and seasonal timing risks can stall attribution and signature.,"deal_killer: GM=""No reliable PMS/booking-engine integration and inability to demonstrate direct-booking uplift during the pilot."" vs CM=""Inability to credibly prove direct-booking uplift within the proof window due to missing PMS/BE integration or weak attribution.""",live_dashboard_demo | 60_day_pilot | pms_crm_integration | reference_switzerland | reference_luxury
hotel-park-hotel-principe,PARK HOTEL PRINCIPE,Montagnola,4,42,348,upper_upscale,3627691,36,34,11,65,1000_2000,"Italian-first, Swiss-hosted 60–90 day pilot tied to PMS/BE integration that delivers a weekly commercial plan and targets a 10% direct uplift in shoulder season.",Attribution/integration risk and owner approval for recurring SaaS spend; possible resistance/fees from external PMS/website vendors.,No PMS/CRM integration,"If reliable conversion tracking cannot be established via PMS/booking-engine integration, uplift claims are unprovable and the owner will not proceed.","Lead with a Swiss-hosted, 60-day pilot priced in the CHF 1–2k band, including white-glove PMS/booking-engine wiring and a clear KPI (+8–10% direct booking revenue on shoulder dates vs matched baseline). Show a live dashboard demo using their compset, provide 1–2 Swiss premium references, and commit to CHF invoicing, monthly opt-out, and a performance-linked upgrade path. Keep scope tight: week 1 mapping/integration, weeks 2–7 action sprints (weekly tasks, review replies, multilingual offers), week 8 owner readout with ROI calculator and next-step options.",medium,35,10,"60-day, Swiss-hosted pilot focused on shoulder-date uplift: weekly decision engine + automated review intelligence + multilingual offers, with PMS/BE tracking wired and clear KPI on direct conversions.",Attribution/integration risk and owner approval for recurring SaaS spend; possible resistance/fees from external PMS/website vendors.,medium,32,12,"Italian-first, Swiss-hosted 60–90 day pilot tied to PMS/BE integration that delivers a weekly commercial plan and targets a 10% direct uplift in shoulder season.",Owner risk aversion to recurring OPEX and fear of vendor lock-in without a hard performance guarantee.,"deal_killer: GM=""If reliable conversion tracking cannot be established via PMS/booking-engine integration, uplift claims are unprovable and the owner will not proceed."" vs CM=""No reliable PMS/booking-engine integration to measure and attribute direct bookings.""",60_day_pilot | pms_crm_integration | gdpr_swiss_hosting | reference_switzerland | live_dashboard_demo
hotel-sorell-boutique-hotel-st-peter,Sorell Boutique-Hotel St. Peter,Zürich,4,44,393.64,upper_upscale,4298864,36,30,10,70,1000_2000,"A Swiss-hosted, PMS-integrated 60–90 day pilot that replaces fragmented tools with a concise weekly action list, demonstrating direct-share lift while reducing manual/agency effort.",Attribution/integration complexity with PMS/booking engine and potential group‑level procurement friction.,No PMS/CRM integration,No reliable PMS/booking‑engine integration to attribute direct booking uplift within the pilot window.,"Lead with an attribution‑first 60–90 day pilot priced in the CHF 1.5–2k/month band. Commit to PMS/BE integration before go‑live, Swiss/EU GDPR hosting, and a local Swiss boutique reference. Define success as +8–10% direct room revenue or equivalent conversion uplift, evidenced by a shared ROI dashboard and weekly action plans that the team can execute in under 1 hour/week. Include white‑glove onboarding, monthly opt‑out after pilot, and an ROI calculator. Position it as replacing agency/spreadsheet effort rather than net‑new spend. De‑emphasize a CHF 5k tier unless performance pricing/downside protection is required by the owner.",medium,30,10,"A tightly scoped, integrated pilot that turns scattered data into a weekly, prioritized action list and proves +8–10% direct revenue uplift while replacing agency/spreadsheet time.",Attribution/integration complexity with PMS/booking engine and potential group‑level procurement friction.,low,30,10,"A Swiss-hosted, PMS-integrated 60–90 day pilot that replaces fragmented tools with a concise weekly action list, demonstrating direct-share lift while reducing manual/agency effort.",Group procurement/owner veto without Swiss references and attributable ROI; integration/legal reviews causing delays.,"deal_killer: GM=""No reliable PMS/booking‑engine integration to attribute direct booking uplift within the pilot window."" vs CM=""No measurable improvement in direct bookings/share within the agreed pilot or inability to integrate with PMS/booking data.""",60_day_pilot | pms_crm_integration | reference_switzerland | live_dashboard_demo | gdpr_swiss_hosting
