rank,hotel_slug,hotel_name,location,stars,rooms,adr_chf,segment,revenue_proxy_chf,priority_score,buy_likelihood_3k,buy_likelihood_5k,delay_likelihood_12m,recommended_price_band,primary_wedge,primary_blocker,deal_killer,deal_killer_raw,outreach_angle,gm_confidence,cm_confidence,disagreements
147,hotel-la-val-hotel-spa,La Val Hotel & Spa,Breil/Brigels,4,38,516.71,upper_upscale,4873402,42,34,16,68,1000_2000,"Attribution-first 90-day pilot aligned to a shoulder period, with PMS/BE integration, Swiss hosting, and a weekly small-team playbook that saves time while demonstrating measurable direct-revenue uplift.","Owner’s seasonal cashflow conservatism and preference for capex over recurring SaaS, compounded by PMS integration lead times.",Cannot prove attribution / ROI,"No credible, measurable uplift in direct booking revenue or equivalent staff/agency cost savings within the agreed short proof window.","Propose a 60-day, Swiss-hosted pilot timed for shoulder season with monthly opt-out. Commit to a clear KPI: +10% direct booking revenue or +5pp direct share vs. OTAs, plus 4–6 GM hours saved/month. Start with read-only PMS/booking pull and an advisory weekly action list (pricing cues, DE/EN content, review insights). Provide 1–2 Swiss alpine references, a simple ROI calculator, and a path to deeper PMS/CRS integration only after pilot success. Price in the CHF 1–2k band for pilot; defer 5k-tier items (white-glove, deep integrations) until value is proven.",medium,medium,"deal_killer: GM=""No credible, measurable uplift in direct booking revenue or equivalent staff/agency cost savings within the agreed short proof window."" vs CM=""No reliable PMS/booking-engine integration or inability to demonstrate measurable uplift in direct bookings within an agreed pilot period."""
148,hotel-le-grand-bellevue,Le Grand Bellevue,Gstaad,5,57,665.85,luxury,9420046,42,36,15,70,1000_2000,"Position as a complementary 90-day, off-season pilot focused on weekly commercial actions, compset/review intelligence, and multilingual content acceleration, with Swiss hosting/compliance and luxury Swiss references; monthly opt-out to de-risk owner concerns.","Owner/CFO reluctance to approve recurring SaaS without clear, sustained, and attributable uplift; compounded by existing luxury-agency contracts and reputational risk in peak season.",No PMS/CRM integration,No reliable PMS/booking-engine integration or inability to show direct-booking uplift in a short pilot; non–Swiss/GDPR-compliant hosting is unacceptable.,"Position a 60-day Swiss-hosted pilot starting in shoulder season with PMS integration and strict pricing guardrails. Commit to a weekly executive summary (3–7 actions), clear attribution plan to direct share, and reference Swiss/Alpine luxury peers. Frame budget as a reallocation of agency/reporting spend with a monthly opt-out after pilot.",medium,low,"price_band: GM=2000_3000 vs CM=1000_2000 | deal_killer: GM=""No reliable PMS/booking-engine integration or inability to show direct-booking uplift in a short pilot; non–Swiss/GDPR-compliant hosting is unacceptable."" vs CM=""Inability to demonstrate attributable revenue impact (direct or RevPAR proxy) due to absent direct-booking infrastructure and/or blocked PMS/booking data access."""
149,hotel-relais-chateaux-chasa-montana,Relais & Châteaux Chasa Montana,Samnaun Dorf,5,45,396.9,luxury,4432976,42,40,15,65,1000_2000,"Swiss-hosted 90-day pilot in shoulder season with PMS/BE integration, producing weekly action lists that save time and target a measurable direct-share uplift.","Finance/legal skepticism about measurable, attributable uplift and data-governance (Swiss/GDPR) requirements.",No PMS/CRM integration,No reliable PMS/booking engine integration or inability to attribute direct-booking conversions securely.,"Propose a 90-day off-season pilot focused first on review intelligence, multilingual luxury-tone content, and a weekly decision list; defer automated pricing until trust is built. Bring Swiss-hosted DPA and a concrete PMS/BE integration plan with interim attribution via GA4 + booking-engine events and agreed baseline. Provide a Swiss luxury reference, white-glove onboarding, and a monthly opt-out until winter season. Price in the 1–2k band for pilot, then 3k annual with optional performance component tied to net-new direct room nights.",medium,medium,"deal_killer: GM=""No reliable PMS/booking engine integration or inability to attribute direct-booking conversions securely."" vs CM=""No reliable PMS/CRM/booking engine integration and no Swiss/GDPR-compliant hosting."""
150,hotel-sunstar-hotel-lenzerheide,Sunstar Hotel Lenzerheide,Lenzerheide/Lai,4,88,394.46,upper_upscale,8615638,42,33,14,65,1000_2000,"Time‑boxed 60–90 day pilot delivering weekly, prioritized commercial actions + measurable OTA‑fee savings from improved direct share, with PMS/BE integration and Swiss hosting proven up front.","Chain-level IT/security and procurement approvals for integrations and Swiss data residency, plus seasonal capacity constraints.",No PMS/CRM integration,no PMS/booking-engine integration,"Propose a Swiss-hosted, GDPR-compliant 60–90 day pilot timed for shoulder season with guaranteed PMS/booking-engine read access. Commit to a clear success metric (e.g., ≥5% direct room revenue uplift or measurable OTA-share reduction), white-glove onboarding, and a monthly opt-out. Provide Swiss alpine references, security/DPAs upfront, and an ROI calculator; start in the CHF 1–2k pilot band with step-up to 3k upon success.",medium,medium,"deal_killer: GM=""no PMS/booking-engine integration"" vs CM=""No reliable PMS/booking‑engine integration to ingest bookings and measure direct‑channel uplift credibly."""
151,hotel-the-cambrian,The Cambrian,Adelboden,4,72,400.16,upper_upscale,7151019,42,33,14,64,1000_2000,"Shoulder‑season direct uplift via weekly action playbooks + compset alerts and multilingual campaign templates, avoiding an additional hire.",PMS/booking‑engine integration and Swiss/GDPR data‑residency assurance plus Owner sign‑off on recurring spend.,No PMS/CRM integration,No secure PMS/booking‑engine integration combined with inability to guarantee Swiss/GDPR‑compliant data hosting,"Propose a Swiss‑hosted, 60‑day pilot aligned to an off‑peak window. Lead with a clear, low‑lift integration plan (read‑only data first 2 weeks; full PMS/BE connector by week 6), total cost transparency (one‑time + monthly), and an attribution model tied to direct bookings and shoulder‑night occupancy. Bring two Swiss alpine/luxury references, commit to DE/EN templates and a weekly GM digest of 3–5 prioritized actions. Gate the pilot with success criteria (e.g., uplift vs. baseline) and offer a clean monthly opt‑out after the pilot to reduce Owner risk.",high,medium,"deal_killer: GM=""No secure PMS/booking‑engine integration combined with inability to guarantee Swiss/GDPR‑compliant data hosting"" vs CM=""No credible, measurable uplift in direct bookings (or clear path to it) within the agreed pilot/proof period"""
152,hotel-the-view-lugano,The View Lugano,Lugano,5,18,1222.5,luxury,5461641,42,35,13,66,1000_2000,"Risk‑mitigated 60‑day pilot during shoulder season with PMS/BE integration, Swiss hosting, and direct‑booking attribution.",Integration and operational capacity risk: PMS/BE connectors plus limited team time to execute tasks; owner sensitivity to brand/pricing automation and data privacy.,Cannot prove attribution / ROI,No measurable increase in direct bookings or direct booking revenue within the agreed proof period.,"Propose a Swiss-hosted, human-in-the-loop 60–90 day pilot focused on direct-share uplift, not automation. Include PMS/BE integration SLA, weekly concierge sessions (90 minutes), luxury Swiss references, and a clear ROI calculator. Performance-pricing or monthly opt-out to de-risk. Start in a shoulder season and limit scope to direct/website and selected metasearch to ensure brand control.",low,low,"deal_killer: GM=""No measurable increase in direct bookings or direct booking revenue within the agreed proof period."" vs CM=""No reliable PMS/booking‑engine integration preventing clean attribution and automated actions."""
153,hotel-tradition-julen-hotel,Tradition Julen Hotel,Zermatt,4,31,721.27,luxury,5549596,42,34,14,65,1000_2000,"Attributable uplift in shoulder-season direct bookings via a weekly decision engine plus on-brand multilingual content, delivered as a low-friction, Swiss-hosted pilot.","PMS/booking-engine integration complexity and owner skepticism of recurring SaaS without fast, attributable ROI.",No PMS/CRM integration,Inability to connect to PMS/booking engine (even export-first) and no credible Swiss luxury reference proving direct-booking uplift.,"Propose a Swiss-hosted, export-first 90-day pilot priced in the CHF 1–2k band, timed to a shoulder season, with a single success metric: +5pp direct share or ≥10% direct revenue uplift vs. last year/clean control. Deliver weekly 3–5 prioritized actions, multilingual (DE/EN/FR/IT) content packs, and Zermatt compset alerts. Include a named Swiss luxury reference, a simple ROI calculator using their ADR/occupancy, a clear phase-2 integration plan with dates, and a monthly opt-out to de-risk owner concerns.",medium,medium,"deal_killer: GM=""Inability to connect to PMS/booking engine (even export-first) and no credible Swiss luxury reference proving direct-booking uplift."" vs CM=""Inability to attribute a measurable uplift in direct bookings/revenue during the pilot (no clear ROI)."""
154,hotel-walliserhof-grand-hotel-spa,Walliserhof Grand-Hotel & Spa,Saas-Fee,5,73,472.7,luxury,8564662,42,33,13,66,1000_2000,Replace manual spreadsheets with a PMS-integrated weekly action engine tailored to alpine seasonality that drives measurable direct-booking conversion uplift.,"Attribution skepticism and integration complexity; Owner aversion to higher recurring SaaS without short, credible payback.",No PMS/CRM integration,No two-way PMS/booking-engine integration or inability to show measurable direct-booking uplift during the pilot.,"Propose a 60–90 day shoulder-season pilot with Swiss/GDPR hosting, full PMS/BE integration, and a clear weekly action list. Include Swiss luxury references, a live dashboard demo, and an ROI calculator. Offer monthly opt-out and optional performance-linked pricing to de-risk attribution concerns; commit to white-glove onboarding with minimal team lift.",high,medium,"deal_killer: GM=""No two-way PMS/booking-engine integration or inability to show measurable direct-booking uplift during the pilot."" vs CM=""No reliable PMS/booking-engine integration or inability to meet Swiss GDPR/data residency requirements."""
155,hotel-7-heavens,7 Heavens,Zermatt,5,25,8174.45,luxury,50722462,41,33,13,70,1000_2000,"Attribution-first, Swiss-hosted pilot proving enquiry→booking conversion uplift for a Zermatt-specific luxury compset, with white-glove onboarding that reduces reliance on the current agency.","Attribution proof and integration complexity with the contact-based booking flow, triggering owner/legal scrutiny and slowing signoff.",No PMS/CRM integration,No PMS/CRM integration to access booking/contact data (or non-compliant data hosting).,"Lead with a Swiss-hosted, white-glove 60–90 day pilot scheduled for the next off-peak window. Commit to integrating the contact enquiry workflow/PMS, deliver a weekly prioritized action list, and run an auditable attribution plan focused on direct enquiries-to-bookings conversion. Bring 1–2 Swiss luxury references, offer performance-linked pricing for the pilot, and frame ROI as replacing fragmented agency hours/junior hire time. Keep internal lift low and pre-negotiate a monthly opt-out with an annual discount if targets are met.",low,low,"deal_killer: GM=""No PMS/CRM integration to access booking/contact data (or non-compliant data hosting)."" vs CM=""Inability to attribute uplift in the contact-only enquiry flow to confirmed bookings."""
156,hotel-boutique-hotel-corbetta,Boutique Hôtel Corbetta,Les Paccots,4,38,578,upper_upscale,5451465,41,33,11,68,1000_2000,A weekly decision engine that saves a small team time (3–5 prioritized actions) plus multilingual content production that maintains alpine-boutique tone.,"Owner/CFO insistence on clear, conservative CHF profit proof across a full season and concern about any integration that could risk the premium booking experience.",No PMS/CRM integration,"No clean PMS/booking-engine integration/attribution or inability to show a measurable, attributable direct-booking uplift within 60–90 days.","Propose a 60–90 day pilot scheduled for a shoulder period. Commit to: 1) plug-and-play PMS/booking-engine integration and Swiss/GDPR hosting, 2) weekly one-page action plan the GM can execute, 3) CHF-based ROI reporting (baseline vs. test with conservative attribution), 4) FR-first content templates and light white-glove onboarding, 5) monthly opt-out and clear division of responsibilities to avoid team overload, 6) a Swiss boutique mountain reference call. Avoid overpromising; focus on measurable direct revenue lift and reduced GM time.",medium,medium,"deal_killer: GM=""No clean PMS/booking-engine integration/attribution or inability to show a measurable, attributable direct-booking uplift within 60–90 days."" vs CM=""No measurable increase in direct bookings or conversion within the agreed proof period."""
157,hotel-courtyard-by-marriott-zuerich-nord,Courtyard by Marriott Zürich Nord,Zürich,4,152,267.32,business_conference,10085021,41,35,12,70,1000_2000,"A weekly, prioritized decision engine that turns compset signals + guest sentiment into executable tasks and multilingual content (not just another dashboard), complementing Marriott tools rather than duplicating them.",Marriott corporate IT/security and procurement approvals for data access and vendor onboarding.,No PMS/CRM integration,Inability to secure Marriott-compliant PMS/CRS/booking-engine integration and data access.,"Lead with a staged, Marriott-friendly pilot: 90-day read-only deployment hosted in Switzerland/EU, delivering a weekly commercial action pack and measurable direct-booking share indicators. Provide Swiss branded-hotel references, security/GDPR docs, and a clear integration roadmap (phase 1 read-only, phase 2 PMS/CRS once approved). Price in the 1–2k/month band with optional performance component and monthly opt-out; include a ROI calculator tied to direct share and RevPAR. Emphasize time-saved vs. manual reporting (8–10 hrs/week) and minimal overlap with existing Marriott analytics.",low,low,"deal_killer: GM=""Inability to secure Marriott-compliant PMS/CRS/booking-engine integration and data access."" vs CM=""No viable Marriott/PMS integration path or failure to meet Marriott/Swiss data privacy and brand governance requirements."""
158,hotel-eiger-muerren-swiss-quality-hotel,Eiger Mürren Swiss Quality Hotel,Mürren,4,49,420.54,upper_upscale,5114523,41,33,11,68,1000_2000,"A low-risk, Swiss-referenced 60–90 day pilot that delivers a weekly commercial ‘action list’ and proves measurable direct-booking uplift via PMS integration, replacing manual/agency work without extra headcount.",No current direct-booking engine/PMS data path to attribute uplift; owner/finance unlikely to approve without reliable measurement and easy exit.,No PMS/CRM integration,"Inability to integrate with PMS/booking engine to measure impact, or requirement for a long-term contract without performance/opt-out protections.","Propose a two-phase approach: (1) 2–3 week integration audit to verify PMS/booking-engine data access and define measurable KPIs that do not depend solely on direct-share (e.g., ADR protection on peak weekends, review response SLAs, multilingual campaign output). (2) 90-day pilot with Swiss hosting, monthly opt-out, and performance elements; deliver a weekly playbook (DE/EN/FR), compset alerts, and review intelligence. Offer to coordinate with Swiss Quality/booking-engine vendor and provide 2–3 Swiss alpine references. If direct-engine access is blocked, scope a light pilot focused on compset/ADR defense and sentiment + content speed while planning the direct stack upgrade.",medium,medium,"deal_killer: GM=""Inability to integrate with PMS/booking engine to measure impact, or requirement for a long-term contract without performance/opt-out protections."" vs CM=""No reliable integration with PMS/booking data to demonstrate direct-booking attribution within the proof window."""
159,hotel-hotel-alpenhof-1,Hotel Alpenhof,Zermatt,4,62,674,upper_upscale,10371782,41,34,12,68,1000_2000,"Off-peak 90-day pilot centered on a weekly commercial action board (time savings + clearer decisions) with Swiss-hosted compliance and PMS/BE integration, measured against a pre-agreed baseline.","Integration/attribution risk with current PMS/booking engine plus owner skepticism of recurring fees without fast, provable ROI.",No PMS/CRM integration,No reliable PMS/booking engine integration for attributable direct-booking impact.,"Lead with integration proof: pre-validate read access to bookings, rates, and channel mix for their current PMS/booking engine. Propose a 60-day low-season pilot at CHF 1.5–2k/month with monthly opt-out, Swiss-hosted data, and two Swiss alpine references. Commit to: (1) baseline + live ROI dashboard, (2) weekly prioritized actions their team can execute, (3) multilingual DE/EN content templates. If uplift <5% by day 60, extend one month at no charge. Keep contracting simple (DPA + Swiss VAT/PO) and schedule white-glove onboarding to minimize staff load.",medium,medium,"deal_killer: GM=""No reliable PMS/booking engine integration for attributable direct-booking impact."" vs CM=""No measurable uplift in direct bookings within the pilot or inability to integrate with PMS/booking engine."""
160,hotel-hotel-chateau-douchy,Hôtel Château d'Ouchy,Lausanne,4,50,299,upper_upscale,3710590,41,43,15,65,1000_2000,"Weekly decision engine that turns scattered data into 3–5 executable actions with bilingual (FR/EN) content and compset alerts, tied to auditable direct-revenue attribution.","Owner/CFO approval contingent on reliable PMS/booking-engine integration and clear, auditable attribution of direct revenue uplift.",No PMS/CRM integration,No reliable PMS/booking‑engine integration and inability to prove auditable direct revenue attribution.,"Lead with a Swiss-hosted, GDPR-compliant 60–90 day pilot focused on direct revenue attribution: pre-commit to PMS/BE integration, provide a live dashboard + weekly 30‑minute cadence, and deliver 3–5 prioritized actions with FR/EN content each week. Include Swiss luxury references, an ROI calculator, and a monthly opt‑out. Schedule kickoff in low season to ensure clean measurement and minimal operational strain.",high,medium,"deal_killer: GM=""No reliable PMS/booking‑engine integration and inability to prove auditable direct revenue attribution."" vs CM=""No measurable uplift in direct bookings within the agreed pilot window or inability to integrate with PMS/booking data for attribution."""
161,hotel-hotel-laaxerhof,Hotel Laaxerhof,Laax GR 2,4,89,321.92,upper_upscale,7111148,41,33,11,68,1000_2000,"Pilot a “weekly commercial decisions” engine that consolidates compset and review insights and outputs DE/EN campaigns/content, tied to a seasonal 60–90 day pilot with Swiss hosting and a light performance component.",Owner/board approval demanding seasonally-adjusted proof of incremental direct revenue and clarity on integration costs/risks.,No PMS/CRM integration,no_pms_crm_integration,"Propose a 60-day shoulder-season pilot with Swiss-hosted data and a clear PMS/booking-engine integration plan (timeline, any connector fees). Commit to a single KPI: 10% relative uplift in direct bookings share, seasonally normalized. Provide two Swiss alpine references, a live dashboard demo, and a ROI calculator. Offer monthly opt-out after 90 days and limited performance-pricing on upside to de-risk owner concerns. Include DE/EN content packs and compset insights tailored to Laax/Flims. Time kickoff post-peak to avoid ops strain.",medium,medium,"deal_killer: GM=""no_pms_crm_integration"" vs CM=""No measurable attribution to direct bookings or inability to integrate with the PMS/booking engine."""
162,hotel-hotel-matthiol,Hotel Matthiol,Zermatt,4,31,618.58,upper_upscale,4759478,41,38,11,68,1000_2000,"90-day shoulder-season pilot that replaces manual spreadsheets with a weekly, Zermatt-specific action list (review intel + compset alerts + multilingual content), with clear attribution and a cancel/credit safeguard.",Owner approval driven by attribution skepticism and recurring-fee sensitivity; peak-season timing and PMS/booking-engine integration friction amplify delays.,Cannot prove attribution / ROI,No measurable increase in direct bookings or direct booking revenue within the agreed proof period (90 days).,"Propose a low-friction, Swiss-hosted 60–90 day pilot timed for shoulder season with PMS/booking-engine read-only integration. Commit to weekly action plans and publish-ready DE/EN/FR content. Use an ROI calculator in absolute CHF (not just %) with a performance-linked option (e.g., milestone-based continuation or monthly opt-out). Bring a Swiss alpine reference and confirm GDPR/SWISS hosting up front. Keep onboarding <30 days and minimize staff workload (we do setup; they approve).",medium,medium,"deal_killer: GM=""No measurable increase in direct bookings or direct booking revenue within the agreed proof period (90 days)."" vs CM=""No reliable attribution to direct bookings within the agreed proof window (or failure to meet Swiss/GDPR data requirements)."""
163,hotel-hotel-nendaz-4-vallees-spa,Hôtel Nendaz 4 Vallées & Spa,Haute-Nendaz,4,62,319.48,upper_upscale,4916286,41,33,10,66,1000_2000,"Position a Swiss-hosted, PMS-integrated 90-day pilot during a shoulder season that delivers a single weekly 1-page action plan (pricing/offer/content) with transparent direct-attribution reporting—framed as replacing fragmented review/compset tools and agency tasks rather than adding net-new cost.",Seasonal owner budget cycles and risk aversion (plus PMS/booking-engine integration risk).,No PMS/CRM integration,No reliable PMS/booking engine integration enabling accurate direct-booking attribution.,"Lead with a 2-week pre-flight integration check (PMS/booking engine data mapping, baseline direct-share dashboard). Propose a Swiss-hosted, white-glove 60–90 day pilot scheduled for low season, with success defined as +8–10% direct revenue or +5pp direct-share uplift. Vendor shoulders 80% of content ops (FR/DE/EN templates, review-response playbooks) and runs a weekly action cadence to limit internal workload. Pricing: CHF 1.8–2.0k/month during pilot with monthly opt-out; convert to CHF 2.2–2.6k/month annual plan only if KPIs are met. Include Swiss alpine references and a light performance clause. Primary champion: GM; pre-book owner/finance checkpoint at day 45 with interim results.",medium,medium,"deal_killer: GM=""No reliable PMS/booking engine integration enabling accurate direct-booking attribution."" vs CM=""No reliable PMS/booking-engine integration to enable attribution and ROI proof."""
164,hotel-hotel-royal-3,Hôtel Royal,Crans-Montana,5,51,383.05,luxury,4848724,41,33,13,68,1000_2000,"Weekly action engine + alpine compset alerts to fill shoulder gaps and reduce OTA dependence with low-lift rollout, then layer review intelligence in FR/DE/EN.",No functioning direct booking engine and Owner/Finance risk aversion around recurring spend and data/privacy; integration/attribution complexity during peak seasons.,No PMS/CRM integration,Inability to establish or integrate a functioning direct booking engine and attribute uplift within the pilot window.,"Propose a two-phase path: (1) Free/low-cost Direct Booking Readiness Audit to validate PMS/booking engine connectivity, data fields for attribution, and quick wins on website/engine. Provide a concrete fix plan (partner or lightweight implementation) with Swiss/GDPR guarantees. (2) 60-day pilot at CHF 1.5–2k/month post-readiness, including PMS/BE integration, multilingual review intelligence, compset signals, and a weekly 1–3-action playbook. Success metric: +8–10% direct revenue uplift or +5 pts direct share (normalized for seasonality) with a clear ROI calculator. Include Swiss alpine references, monthly opt-out after pilot, and an option for performance-linked pricing at higher tiers. Target kickoff in low season to reduce operational strain and speed adoption.",medium,medium,"deal_killer: GM=""Inability to establish or integrate a functioning direct booking engine and attribute uplift within the pilot window."" vs CM=""No reliable PMS/booking-data integration or inability to demonstrate measurable uplift with the hotel’s own data."""
165,hotel-hotel-wellenberg,Hotel Wellenberg,Zürich,4,44,555.83,upper_upscale,6070108,41,34,12,68,1000_2000,"Small‑team productivity: a weekly, German/English action playbook that lifts direct share without adding headcount, proven via a low‑risk Swiss‑hosted pilot.","Owner/CFO skepticism about provable, causal direct‑booking uplift at small scale plus potential PMS/BE integration costs or vendor gating.",No PMS/CRM integration,No reliable PMS/booking‑engine integration or inability to demonstrate auditable direct‑booking uplift.,"Lead with a low‑risk, measurement‑first pilot. Step 1: 20‑minute integration scoping to confirm PMS/booking‑engine, API access, and any vendor fees. Step 2: Agree on a Zurich‑appropriate attribution plan (baseline window + matched compset and tracking) with 2–3 KPIs: direct share (+pp), net direct revenue vs. control, and manager hours saved. Step 3: Offer Swiss/GDPR hosting and provide 1–2 Switzerland boutique references. Step 4: 60‑day pilot with weekly action list and office‑hours; monthly opt‑out thereafter. Price anchoring in the CHF 1–2k pilot range with a path to CHF 3k only if milestones are hit; at CHF 5k include white‑glove onboarding and a performance component. Emphasize zero disruption to booking flows, quick wins on review/compset intelligence, and concrete time savings for the GM.",medium,high,"deal_killer: GM=""No reliable PMS/booking‑engine integration or inability to demonstrate auditable direct‑booking uplift."" vs CM=""No reliable PMS/booking‑engine integration providing live booking and rate data."""
166,hotel-morosani-posthotel,Morosani Posthotel,Davos Platz,4,90,304,upper_upscale,6790752,41,34,10,68,1000_2000,"Weekly, bilingual (DE/EN) commercial action plan tailored to Davos seasonality that replaces spreadsheets and consolidates compset, sentiment, and pricing alerts—freeing management time and avoiding an additional hire.",Measurement credibility under extreme seasonality plus owner sign-off contingent on legal/DPA review and contract terms.,No PMS/CRM integration,No reliable PMS/booking-engine integration or inability to access booking data to measure direct uplift credibly.,"Lead with a Davos-seasonality-proof pilot: 1) 30-minute data audit and integration check; 2) commit to Swiss hosting and provide signed DPA upfront; 3) launch a 90-day shoulder-season pilot with a weekly decision playbook, compset alerts, and EN/DE content; 4) success measured on YoY shoulder-period direct share/revenue and RevPAR vs compset; 5) price CHF 2k during pilot with an option to scale to CHF 3k only if KPIs are hit; include monthly opt-out and owner-ready ROI pack. Emphasize replacing manual GM time and sharpening WEF/winter readiness while avoiding an additional hire.",medium,medium,"deal_killer: GM=""No reliable PMS/booking-engine integration or inability to access booking data to measure direct uplift credibly."" vs CM=""Lack of reliable PMS/booking‑engine integration preventing credible attribution of direct booking impact."""
167,hotel-silvretta-parkhotel,Silvretta Parkhotel,Klosters,4,74,373.27,upper_upscale,6855775,41,33,14,70,1000_2000,"Short, seasonally timed pilot that ties weekly action plans to measurable direct revenue uplift on shoulder dates, with PMS attribution and Swiss hosting proofs.",Integration and attribution risk with current PMS/channel manager leading to unclear ROI and added workload for a small team,No PMS/CRM integration,No reliable PMS/booking-engine integration and inability to attribute direct revenue uplift within the pilot window,"Lead with an integration-first 90-day shoulder-season pilot at CHF 2.0–2.5k/month, performance-linked upside. Pre-flight: 1) free PMS/booking-engine compatibility check and data audit, 2) ROI model using their last two seasons, 3) confirm Swiss/EU hosting and DPA. During pilot: activate compset/VOC-to-actions engine, deliver weekly 1–3 tasks and DE/EN content, attribute direct revenue in a live dashboard. Provide a Swiss alpine reference, monthly opt-out, and commit to a go/no-go based on mutually agreed KPIs (+8–10% direct revenue or +5pp share).",medium,medium,"deal_killer: GM=""No reliable PMS/booking-engine integration and inability to attribute direct revenue uplift within the pilot window"" vs CM=""Inability to demonstrate attributable uplift in direct bookings/revenue within the agreed pilot window."""
168,hotel-sonnmatt-luzern,Sonnmatt Luzern,Luzern,4,41,422.98,upper_upscale,4304329,41,38,15,66,1000_2000,"Position a Swiss-hosted, PMS-integrated 60-day pilot that replaces part of agency/content spend by delivering a weekly action engine tied to measurable direct-booking revenue for wellness/senior segments, with monthly opt-out and clear ROI calculator.","Owner finance conservatism plus attribution skepticism; without airtight measurement and Swiss/GDPR assurances, recurring spend is likely vetoed.",No PMS/CRM integration,"No clear, auditable uplift in direct bookings within the pilot window or inability to achieve reliable PMS/IBE integration with Swiss/GDPR-compliant hosting.","Propose a Swiss‑hosted, attribution‑rigorous 60‑day pilot focused on direct‑booking uplift and execution simplicity. Commit to PMS/IBE + review integrations in 4–6 weeks, define attribution upfront (UTMs, holdout/baseline, pricing/marketing change log), and set success gates (≥10% direct revenue uplift or performance credit). Show a Swiss wellness reference and a live demo of the weekly DE/EN action list and templated review responses. Offer white‑glove onboarding, monthly opt‑out, and pilot pricing in the CHF 1.5–2k/mo range with an ROI calculator tailored to a 41‑room, high‑ADR property. Secure Owner involvement early alongside the GM.",medium,medium,"deal_killer: GM=""No clear, auditable uplift in direct bookings within the pilot window or inability to achieve reliable PMS/IBE integration with Swiss/GDPR-compliant hosting."" vs CM=""no_pms_crm_integration"""
169,hotel-unique-hotel-post,Unique Hotel Post,Zermatt,4,29,616.95,upper_upscale,4440683,41,35,15,66,1000_2000,"Deliver a single weekly action plan that turns reviews, compset, and web data into 5–7 prioritized tasks, with automated review intelligence and multilingual content to save time and avoid adding headcount; measure against a direct revenue/share KPI.","Attribution and integration complexity with the booking engine/PMS, combined with a hard monthly budget ceiling (~CHF 2k) and seasonal timing delays.",Cannot prove attribution / ROI,"Failure to demonstrate measurable, attributable uplift in direct bookings within the pilot period.","Propose a Swiss‑hosted, 90‑day pilot scheduled for a shoulder season. Commit upfront to PMS/booking‑engine integration and an attribution plan (baseline, holdout, and tagging). Deliver a weekly 3‑action email with expected impact, plus compset and review intelligence. Provide 2–3 Swiss alpine/luxury references, a clear ROI calculator tied to direct revenue, white‑glove onboarding, and monthly opt‑out. Offer a performance‑linked clause to de‑risk above CHF 2k and position the spend as replacing agency time and avoiding an additional hire.",medium,medium,"deal_killer: GM=""Failure to demonstrate measurable, attributable uplift in direct bookings within the pilot period."" vs CM=""No reliable PMS/booking-engine integration or inability to demonstrate measurable direct revenue uplift within a short pilot."""
170,hotel-waldhotel-by-buergenstock,Waldhotel by Bürgenstock,Obbürgen,5,137,780,luxury,26522652,41,33,13,70,1000_2000,"Position as a complementary commercial decision layer that unifies existing group tools into clear weekly actions, with compset/review intelligence and rapid multilingual content output, hosted in Switzerland.",Group IT/legal and central revenue governance that can veto integrations and limit pricing/channel experiments.,No PMS/CRM integration,No reliable PMS/CRS/booking‑engine integration or inability to credibly attribute measurable revenue uplift within an agreed proof period.,"Position as a complement to brand analytics (not another RMS): deliver weekly, board-ready commercial actions plus luxury‑tone multilingual content that replaces some agency scope. Offer a 60‑day pilot with Swiss‑hosting assurances, a local luxury reference, and a mapped Phase‑2 PMS/CRS integration plan co-signed by Group Revenue and IT. Success metrics: action adoption, campaign velocity, compset reactivity, and (where possible) uplift in direct site conversion; propose performance‑linked renewal to de‑risk.",low,low,"price_band: GM=1000_2000 vs CM=2000_3000 | deal_killer: GM=""No reliable PMS/CRS/booking‑engine integration or inability to credibly attribute measurable revenue uplift within an agreed proof period."" vs CM=""No reliable PMS/CRS and booking-engine access or a group-level veto that prevents measurement of direct-channel impact."""
171,hotel-abc-swiss-quality-hotel,ABC Swiss Quality Hotel,Chur,4,49,638.96,upper_upscale,7770904,40,30,12,66,1000_2000,"Prove attributable direct booking uplift via a 60-day Swiss-hosted pilot delivering 3–5 weekly, low-effort actions and clear ROI reporting",Integration and attribution risk with PMS/booking engine plus data residency/legal review delaying or vetoing deployment,No PMS/CRM integration,Inability to integrate reliably with PMS/booking engine and prove attributable uplift in direct bookings within the pilot window,"Propose a 60-day Swiss-hosted pilot timed for an off-peak month: read-only data sync in week 1–2, then activate weekly decision engine (3–5 actions) with ROI tracking to direct revenue/share. Include PMS/BE integration plan, non-disruption guarantee, local Swiss reference, monthly opt-out, and a clear success threshold to scale from ~CHF 1.5–2k pilot to CHF 3k only if KPIs are met.",high,medium,"deal_killer: GM=""Inability to integrate reliably with PMS/booking engine and prove attributable uplift in direct bookings within the pilot window"" vs CM=""No measurable uplift in direct bookings or RevPAR within the agreed proof period (i.e., inability to demonstrate credible revenue impact)."""
